Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
22, b-SLICE,   21, 39.00,       4880, 0,4.42,30.569, 37.031, 38.958, 32.425,56, 20 18 16 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.67%,  4.96%, 17.91%, 11.02%,  3.03%,  3.31%,  4.41%,  3.58%,  0.00%,  4.96%,  1.65%,  5.23%,  4.68%, 13.22%,  3.86%,  5.51%, 219395.83, 20300.38, 13795.01, 222672.12 , 16, 235, 99.85, 60, 146, 121.16, 79, 178, 135.15, 0.00%, 20.99%,0.00%, 55.56%, 1.23%, 2.47%, 12.35%, 0.62%, 6.79%, 0.00%, 32.84%,0.00%, 43.78%, 3.48%, 2.24%, 6.22%, 3.98%, 7.46%, 0.00%, 46.51%,0.00%, 18.60%, 6.98%, 4.65%, 9.30%, 4.65%, 9.30%, 0.00%, 57.35%,0.00%, 16.18%, 7.35%, 5.88%, 7.35%, 2.94%, 2.94%,0.00%, 0.0, 41.3, 36.5, 16.2, 86.4, 0.0, 684.4, 3.148, 21
23, P-SLICE,   26, 37.00,      40888, 0,4.38,30.515, 36.913, 38.814, 32.352,52, 22 20 18 16 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.05%, 0.05%,  0.05%,  1.56%, 0.00%,  0.05%,  0.20%,  4.02%,  6.94%, 12.97%, 10.46%, 19.00%, 12.82%,  0.00%,  0.60%,  2.46%,  5.48%,  0.00%,  1.51%,  6.84%, 14.93%, 228080.52, 21069.93, 11942.40, 303660.82 , 16, 235, 101.03, 58, 146, 121.13, 80, 178, 135.18, 0.00%, 0.00%,0.00%, 20.00%, 0.00%, 20.00%, 20.00%, 40.00%, 0.00%, 0.00%, 14.48%,0.00%, 25.17%, 12.76%, 16.38%, 12.24%, 8.97%, 10.00%, 0.15%, 28.37%,0.00%, 24.69%, 14.88%, 6.75%, 11.50%, 4.83%, 8.82%, 3.08%, 37.91%,0.00%, 20.63%, 14.66%, 2.94%, 8.36%, 3.45%, 9.06%,0.00%, 0.0, 39.4, 58.4, 16.2, 182.9, 0.0, 681.2, 3.867, 51
24, B-SLICE,   24, 38.00,       9608, 0,4.62,30.617, 36.974, 38.904, 32.447,55, 22 20 16 ,26 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.16%,  2.30%, 14.37%, 13.22%,  5.75%, 11.35%,  5.03%,  9.05%,  0.00%,  3.16%,  3.45%,  3.02%,  0.86%,  8.19%,  9.48%,  7.61%, 217713.65, 20563.61, 14122.41, 223920.46 , 16, 235, 100.55, 62, 146, 121.16, 88, 179, 135.17, 0.00%, 13.64%,0.00%, 50.00%, 0.00%, 3.41%, 17.05%, 2.27%, 13.64%, 0.00%, 26.25%,0.00%, 41.20%, 1.99%, 2.99%, 10.30%, 3.82%, 13.46%, 0.00%, 43.06%,0.00%, 16.27%, 2.87%, 4.07%, 10.77%, 3.35%, 19.62%, 0.00%, 43.02%,0.00%, 12.79%, 7.56%, 4.07%, 9.88%, 5.81%, 16.86%,0.00%, 0.0, 52.2, 41.5, 14.3, 123.2, 0.0, 715.9, 3.504, 33
25, b-SLICE,   23, 39.00,       4456, 0,4.70,30.618, 37.064, 38.905, 32.460,57, 22 20 ,24 26 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.01%,  7.74%, 17.86%, 15.48%,  4.17%,  3.87%,  1.19%,  1.49%,  0.00%,  5.36%,  5.06%,  4.46%,  4.46%, 16.07%,  1.79%,  0.00%, 216737.33, 20305.78, 13823.39, 218985.92 , 16, 235, 100.30, 59, 148, 121.21, 84, 181, 135.21, 0.00%, 19.23%,0.00%, 47.44%, 0.00%, 13.46%, 12.18%, 1.28%, 6.41%, 0.00%, 33.64%,0.00%, 41.12%, 0.93%, 3.74%, 6.54%, 2.80%, 11.21%, 0.00%, 46.00%,0.00%, 28.00%, 0.00%, 3.00%, 13.00%, 5.00%, 5.00%, 0.00%, 62.50%,0.00%, 16.67%, 0.00%, 4.17%, 4.17%, 4.17%, 8.33%,0.00%, 0.0, 53.9, 29.9, 12.6, 87.2, 0.0, 737.4, 3.370, 33
26, b-SLICE,   25, 39.00,       3984, 0,5.01,30.501, 37.006, 38.927, 32.368,56, 24 22 20 ,26 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.68%,  8.74%, 20.06%, 14.89%,  1.62%,  3.56%,  0.65%,  0.65%,  0.00%,  6.80%,  5.18%,  0.00%,  6.80%, 14.89%,  2.91%,  2.59%, 222569.05, 20430.69, 14081.73, 225606.00 , 16, 235, 100.80, 62, 145, 121.19, 80, 178, 135.22, 0.00%, 25.93%,0.00%, 39.51%, 1.23%, 6.79%, 9.26%, 4.94%, 12.35%, 0.00%, 32.68%,0.00%, 43.41%, 1.46%, 2.44%, 7.80%, 3.66%, 8.54%, 0.00%, 60.98%,0.00%, 12.20%, 0.00%, 2.44%, 9.76%, 7.32%, 7.32%, 0.00%, 66.67%,0.00%, 8.33%, 8.33%, 0.00%, 8.33%, 4.17%, 4.17%,0.00%, 0.0, 34.2, 36.0, 12.6, 101.4, 0.0, 734.2, 3.281, 41
27, P-SLICE,   31, 37.00,      44016, 0,5.24,30.486, 36.941, 38.855, 32.339,51, 26 24 22 20 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.18%, 0.22%,  0.13%,  2.08%, 0.00%,  0.04%,  0.09%,  2.96%,  4.86%, 13.88%, 11.76%, 21.31%, 13.17%,  0.00%,  0.53%,  2.83%,  6.19%,  0.00%,  1.50%,  6.19%, 12.07%, 230307.28, 20780.21, 11856.36, 305677.25 , 16, 235, 101.71, 62, 145, 121.25, 75, 182, 135.29, 0.00%, 0.00%,0.00%, 33.33%, 0.00%, 0.00%, 33.33%, 33.33%, 0.00%, 0.00%, 18.18%,0.00%, 28.06%, 10.28%, 16.40%, 10.08%, 9.29%, 7.71%, 0.51%, 25.89%,0.00%, 24.62%, 15.23%, 8.12%, 14.47%, 3.30%, 7.87%, 4.41%, 33.09%,0.00%, 20.35%, 18.27%, 3.08%, 8.53%, 2.52%, 9.74%,0.00%, 0.0, 32.5, 80.1, 12.6, 264.9, 0.0, 750.5, 4.096, 48
28, B-SLICE,   29, 38.00,      12120, 0,5.15,30.446, 36.957, 38.857, 32.311,54, 26 24 20 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.77%,  2.02%, 15.28%, 11.24%,  9.47%,  8.84%,  8.33%,  8.08%,  0.00%,  4.29%,  4.42%,  7.45%,  0.51%,  7.20%,  7.20%,  3.91%, 227063.21, 20700.03, 13596.43, 238255.16 , 16, 235, 101.61, 62, 146, 121.18, 74, 180, 135.24, 0.00%, 11.76%,0.00%, 38.24%, 2.94%, 17.65%, 20.59%, 1.47%, 7.35%, 0.00%, 27.49%,0.00%, 42.30%, 3.32%, 6.95%, 7.85%, 3.47%, 8.61%, 0.00%, 38.82%,0.00%, 25.74%, 5.91%, 3.80%, 8.86%, 4.64%, 12.24%, 0.00%, 40.91%,0.00%, 21.36%, 8.64%, 7.50%, 8.41%, 4.09%, 9.09%,0.00%, 0.0, 69.4, 54.1, 21.6, 126.4, 0.0, 790.9, 2.748, 36
29, b-SLICE,   27, 39.00,       5232, 0,5.32,30.527, 36.974, 38.894, 32.379,57, 26 24 ,29 31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.03%,  6.81%, 10.46%, 20.19%,  4.62%,  5.84%,  3.41%,  5.11%,  0.00%,  4.62%,  1.95%,  2.68%,  2.68%, 12.90%,  7.30%,  3.41%, 221415.87, 20581.39, 14079.01, 223640.83 , 16, 235, 101.26, 63, 146, 121.18, 82, 178, 135.23, 0.00%, 15.28%,0.00%, 45.83%, 0.00%, 9.03%, 14.58%, 5.56%, 9.72%, 0.00%, 31.58%,0.00%, 30.26%, 1.75%, 4.39%, 8.77%, 6.80%, 16.45%, 0.00%, 46.91%,0.00%, 23.46%, 0.00%, 4.32%, 5.56%, 4.94%, 14.81%, 0.00%, 41.67%,0.00%, 20.00%, 3.33%, 1.67%, 10.00%, 4.17%, 19.17%,0.00%, 0.0, 77.8, 41.4, 19.8, 99.9, 0.0, 821.2, 2.926, 35
30, b-SLICE,   28, 39.00,       5936, 0,4.54,30.396, 36.899, 38.846, 32.265,57, 26 24 ,29 31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.35%,  5.90%, 20.41%, 11.56%,  5.90%,  6.80%,  2.95%,  4.54%,  0.00%,  5.22%,  1.36%,  3.40%,  3.17%, 10.43%,  7.48%,  4.54%, 228426.44, 20891.29, 14167.96, 231369.37 , 16, 235, 101.45, 62, 146, 121.12, 72, 182, 135.18, 0.00%, 20.59%,0.00%, 41.18%, 0.00%, 10.29%, 16.18%, 5.15%, 6.62%, 0.00%, 28.75%,0.00%, 48.75%, 1.25%, 2.92%, 5.83%, 3.12%, 9.38%, 0.00%, 41.05%,0.00%, 25.26%, 2.11%, 4.74%, 7.89%, 3.68%, 15.26%, 0.00%, 51.47%,0.00%, 16.18%, 2.94%, 4.41%, 10.29%, 7.35%, 7.35%,0.00%, 0.0, 61.0, 42.0, 19.7, 97.3, 0.0, 818.3, 2.978, 26
31, b-SLICE,   30, 39.00,       4200, 0,4.31,30.400, 36.879, 38.796, 32.260,56, 29 26 24 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  5.56%,  6.35%, 14.29%, 11.64%,  3.97%,  4.23%,  2.65%,  3.17%,  0.00%,  6.61%,  1.32%,  2.65%,  7.41%, 20.37%,  6.61%,  3.17%, 228108.73, 21042.90, 13698.45, 229199.51 , 16, 235, 101.62, 60, 145, 121.11, 72, 180, 135.18, 0.00%, 38.36%,0.00%, 28.77%, 0.00%, 8.22%, 13.70%, 4.79%, 6.16%, 0.00%, 44.35%,0.00%, 36.09%, 0.43%, 1.74%, 6.09%, 3.70%, 7.61%, 0.00%, 49.18%,0.00%, 22.95%, 1.64%, 4.10%, 5.74%, 6.56%, 9.84%, 0.00%, 50.00%,0.00%, 18.18%, 4.55%, 6.82%, 4.55%, 4.55%, 11.36%,0.00%, 0.0, 54.8, 43.2, 19.8, 80.4, 0.7, 811.0, 2.496, 25
32, I-SLICE,    0, 34.00,     227544, 0,0.00,32.799, 37.184, 38.947, 34.116,55,  -, -, 0.00%,  0.00%,  0.00%, 0.25%,  0.44%,  1.20%, 1.35%,  1.10%,  6.50%, 5.25%,  1.88%, 34.49%,47.55%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 138490.94, 20940.20, 9577.62, 935032.46 , 16, 235, 101.49, 62, 144, 121.22, 64, 178, 135.21, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 76.74%, 0.00%,0.00%, 23.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,99.98%, 0.0, 0.0, 143.8, 0.0, 479.3, 0.0, 889.8, 3.978, 19
33, P-SLICE,    4, 37.00,      22912, 0,4.68,31.575, 37.114, 38.926, 33.187,52, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.06%, 0.06%,  0.12%,  0.98%, 0.00%,  0.00%,  0.12%,  2.42%,  7.66%, 11.97%, 17.39%,  9.79%, 11.46%,  0.00%,  0.58%,  6.16%,  4.15%,  0.17%,  2.65%, 15.14%,  9.15%, 177779.61, 20173.84, 10226.87, 208445.87 , 16, 235, 101.36, 63, 145, 121.20, 65, 179, 135.14, 0.00%, 60.00%,0.00%, 0.00%, 0.00%, 20.00%, 0.00%, 10.00%, 10.00%, 0.00%, 21.46%,0.00%, 26.44%, 1.15%, 12.84%, 13.98%, 10.34%, 13.79%, 0.11%, 42.17%,0.00%, 19.37%, 4.33%, 5.87%, 10.43%, 6.04%, 12.08%, 3.23%, 37.26%,0.00%, 18.87%, 8.55%, 4.68%, 8.55%, 5.24%, 13.63%,0.00%, 0.0, 66.7, 68.4, 40.4, 113.3, 7.0, 893.5, 2.400, 26
34, B-SLICE,    2, 38.00,       7912, 0,4.41,31.884, 37.176, 38.985, 33.433,55, 0 ,4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.59%,  1.33%, 15.34%, 18.14%,  6.05%,  5.75%,  4.13%,  7.96%,  0.00%,  5.31%,  2.95%,  1.47%,  0.74%, 19.32%,  6.78%,  4.13%, 162281.76, 19847.22, 11789.35, 166704.84 , 16, 235, 101.45, 63, 144, 121.17, 67, 179, 135.16, 0.00%, 27.78%,0.00%, 22.22%, 0.00%, 2.78%, 25.00%, 8.33%, 13.89%, 0.00%, 39.39%,0.00%, 30.66%, 0.94%, 3.42%, 10.02%, 2.71%, 12.85%, 0.00%, 45.21%,0.00%, 24.66%, 3.42%, 4.79%, 10.27%, 1.71%, 9.93%, 0.00%, 31.67%,0.00%, 14.17%, 9.17%, 7.50%, 14.17%, 7.50%, 15.83%,0.00%, 0.0, 96.6, 39.9, 16.5, 82.3, 0.0, 925.2, 2.726, 31
35, b-SLICE,    1, 39.00,       4160, 0,4.99,32.142, 37.282, 38.994, 33.641,57, 0 ,2 4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.44%,  1.03%, 16.26%, 20.78%,  2.26%,  2.06%,  0.82%,  2.47%,  0.00%, 10.70%,  1.65%,  1.44%,  2.88%, 33.74%,  0.62%,  1.85%, 152521.64, 19541.11, 11511.48, 152936.84 , 16, 235, 101.60, 60, 145, 121.22, 65, 179, 135.22, 0.00%, 53.85%,0.00%, 26.92%, 0.00%, 0.00%, 15.38%, 1.92%, 1.92%, 0.00%, 50.70%,0.00%, 25.12%, 0.47%, 2.82%, 7.28%, 3.40%, 10.21%, 0.00%, 34.38%,0.00%, 31.25%, 3.12%, 7.81%, 7.81%, 7.81%, 7.81%, 0.00%, 50.00%,0.00%, 12.50%, 0.00%, 7.81%, 10.94%, 7.81%, 10.94%,0.00%, 0.0, 120.1, 27.6, 14.2, 72.3, 0.0, 942.8, 3.111, 18
36, b-SLICE,    3, 39.00,       3472, 0,5.30,31.709, 37.208, 38.987, 33.307,56, 2 0 ,4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.26%, 10.75%, 16.49%, 14.34%,  5.02%,  2.15%,  1.08%,  0.36%,  0.00%,  2.87%,  1.43%,  1.08%,  8.24%, 16.13%,  6.45%,  0.36%, 168535.47, 19754.76, 12126.60, 169649.66 , 16, 235, 101.53, 61, 144, 121.24, 69, 179, 135.20, 0.00%, 25.56%,0.00%, 41.11%, 0.00%, 7.78%, 13.33%, 3.33%, 8.89%, 0.00%, 31.36%,0.00%, 43.79%, 1.18%, 2.07%, 9.17%, 2.66%, 9.76%, 0.00%, 52.38%,0.00%, 33.33%, 0.00%, 2.38%, 4.76%, 2.38%, 4.76%, 0.00%, 50.00%,0.00%, 37.50%, 0.00%, 0.00%, 0.00%, 6.25%, 6.25%,0.00%, 0.0, 118.2, 29.2, 14.2, 71.7, 0.0, 935.3, 2.970, 28
37, P-SLICE,    8, 37.00,      29168, 0,4.73,31.237, 37.101, 38.940, 32.933,52, 4 2 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.06%, 0.00%,  0.06%,  0.34%, 0.00%,  0.17%,  0.11%,  3.90%,  9.05%, 11.77%, 13.58%, 15.22%, 14.20%,  0.00%,  0.62%,  4.64%,  6.11%,  0.11%,  1.58%,  6.40%, 12.05%, 192549.83, 20225.30, 10835.55, 235055.99 , 16, 235, 101.33, 62, 145, 121.26, 64, 180, 135.07, 0.00%, 28.57%,0.00%, 42.86%, 0.00%, 7.14%, 7.14%, 7.14%, 7.14%, 0.00%, 13.09%,0.00%, 27.52%, 5.70%, 19.30%, 15.27%, 8.39%, 10.74%, 0.16%, 30.28%,0.00%, 23.29%, 9.01%, 6.99%, 13.20%, 5.05%, 12.03%, 0.83%, 37.85%,0.00%, 20.99%, 10.73%, 3.36%, 9.61%, 3.83%, 12.79%,0.00%, 0.0, 30.1, 54.7, 14.2, 168.6, 0.0, 937.4, 3.874, 32
38, B-SLICE,    6, 38.00,       8408, 0,4.72,31.350, 37.135, 38.959, 33.024,55, 4 2 0 ,8 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.66%,  2.27%, 19.20%, 14.83%,  6.28%,  9.08%,  4.71%,  6.63%,  0.00%,  4.01%,  5.24%,  2.79%,  2.44%,  9.77%,  5.76%,  3.32%, 183577.15, 20008.79, 12673.74, 188621.56 , 16, 235, 101.34, 59, 145, 121.22, 70, 181, 135.11, 0.00%, 29.17%,0.00%, 43.75%, 0.00%, 6.25%, 10.42%, 5.21%, 5.21%, 0.00%, 25.99%,0.00%, 43.09%, 2.96%, 5.76%, 8.72%, 5.10%, 8.39%, 0.00%, 41.72%,0.00%, 22.52%, 1.32%, 6.62%, 13.25%, 2.98%, 11.59%, 0.00%, 35.00%,0.00%, 23.00%, 4.00%, 5.00%, 10.00%, 5.50%, 17.50%,0.00%, 0.0, 43.3, 43.8, 18.2, 93.0, 0.3, 971.4, 2.719, 25
39, b-SLICE,    5, 39.00,       3512, 0,5.20,31.509, 37.229, 39.007, 33.161,57, 4 2 ,6 8 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.23%,  8.25%, 13.86%, 12.21%,  4.95%,  3.30%,  1.98%,  0.66%,  0.00%,  3.63%,  1.98%,  0.33%,  9.57%, 22.44%,  4.29%,  2.31%, 176401.77, 19663.00, 12572.99, 177195.07 , 16, 235, 101.43, 58, 144, 121.27, 70, 181, 135.18, 0.00%, 34.12%,0.00%, 36.47%, 0.00%, 5.29%, 7.65%, 3.53%, 12.94%, 0.00%, 42.02%,0.00%, 37.23%, 1.06%, 2.93%, 8.78%, 1.33%, 6.65%, 0.00%, 43.18%,0.00%, 34.09%, 0.00%, 0.00%, 4.55%, 5.68%, 12.50%, 0.00%, 50.00%,0.00%, 37.50%, 0.00%, 0.00%, 0.00%, 6.25%, 6.25%,0.00%, 0.0, 50.8, 30.7, 13.4, 79.0, 0.0, 992.9, 3.119, 18
40, b-SLICE,    7, 39.00,       3136, 0,5.35,31.247, 37.194, 39.017, 32.961,56, 6 4 2 ,8 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.41%,  8.87%, 13.83%, 17.02%,  2.13%,  3.55%,  1.06%,  0.71%,  0.00%,  4.96%,  1.06%,  0.00%,  9.57%, 18.44%,  5.32%,  1.06%, 187349.01, 19738.94, 12830.82, 187841.01 , 16, 235, 101.45, 60, 145, 121.29, 64, 180, 135.15, 0.00%, 31.03%,0.00%, 40.23%, 0.00%, 5.75%, 8.05%, 3.45%, 11.49%, 0.00%, 36.07%,0.00%, 37.70%, 0.00%, 4.37%, 12.57%, 2.19%, 7.10%, 0.00%, 52.94%,0.00%, 14.71%, 2.94%, 1.47%, 4.41%, 5.88%, 17.65%, 0.00%, 37.50%,0.00%, 37.50%, 0.00%, 0.00%, 0.00%, 0.00%, 25.00%,0.00%, 0.0, 37.8, 30.8, 13.4, 72.3, 0.0, 985.4, 3.096, 18
41, P-SLICE,   12, 37.00,      29936, 0,4.49,31.011, 37.080, 38.923, 32.759,52, 8 6 4 2 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.06%, 0.00%,  0.00%,  0.00%, 0.06%,  0.06%,  0.67%, 0.00%,  0.06%,  0.34%,  3.57%,  7.43%, 11.67%, 14.24%, 15.41%, 13.57%,  0.00%,  0.67%,  5.58%,  6.59%,  0.17%,  1.90%,  7.20%, 10.78%, 202173.24, 20281.89, 11322.73, 244971.96 , 16, 235, 101.36, 60, 145, 121.35, 68, 181, 135.01, 0.00%, 30.00%,0.00%, 10.00%, 0.00%, 20.00%, 10.00%, 15.00%, 15.00%, 0.36%, 16.79%,0.00%, 26.28%, 8.03%, 13.14%, 14.23%, 8.76%, 12.41%, 0.00%, 33.04%,0.00%, 22.08%, 8.08%, 6.64%, 13.71%, 4.69%, 11.76%, 1.66%, 36.85%,0.00%, 20.97%, 11.73%, 2.84%, 12.56%, 2.61%, 10.78%,0.00%, 0.0, 36.1, 68.4, 13.4, 191.9, 0.0, 982.7, 3.400, 49
42, B-SLICE,   10, 38.00,       7088, 0,4.89,31.131, 37.129, 38.971, 32.861,55, 8 6 2 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  5.66%,  3.84%, 20.40%, 15.35%,  3.64%,  5.25%,  4.65%,  5.05%,  0.00%,  3.03%,  3.03%,  2.22%,  2.02%, 12.12%,  7.88%,  5.86%, 193172.19, 20001.67, 13180.09, 197507.88 , 16, 235, 101.23, 63, 146, 121.39, 67, 181, 135.06, 0.00%, 17.54%,0.00%, 49.12%, 0.00%, 8.77%, 12.28%, 0.88%, 11.40%, 0.00%, 26.60%,0.00%, 43.97%, 2.48%, 2.48%, 10.28%, 2.66%, 11.52%, 0.00%, 55.10%,0.00%, 16.33%, 2.04%, 3.57%, 8.67%, 2.55%, 11.73%, 0.00%, 45.45%,0.00%, 18.18%, 7.95%, 6.82%, 10.23%, 2.84%, 8.52%,0.00%, 0.0, 54.5, 46.8, 24.0, 93.2, 0.6, 1029.3, 2.600, 33
43, b-SLICE,    9, 39.00,       3112, 0,4.89,31.181, 37.193, 39.009, 32.911,57, 8 6 ,10 12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.12%,  6.20%, 12.79%, 11.63%,  5.43%,  1.94%,  0.00%,  1.55%,  0.00%,  2.33%,  1.16%,  0.39%, 15.50%, 20.16%,  4.65%,  1.16%, 190270.80, 19754.76, 13143.59, 190967.94 , 16, 235, 101.29, 62, 146, 121.34, 67, 181, 135.03, 0.00%, 42.11%,0.00%, 41.05%, 0.00%, 4.21%, 6.32%, 1.58%, 4.74%, 0.00%, 38.41%,0.00%, 41.06%, 0.66%, 1.99%, 2.65%, 2.98%, 12.25%, 0.00%, 44.12%,0.00%, 32.35%, 8.82%, 2.94%, 5.88%, 1.47%, 4.41%, 0.00%, 50.00%,0.00%, 0.00%, 0.00%, 12.50%, 25.00%, 0.00%, 12.50%,0.00%, 0.0, 64.7, 29.4, 11.2, 74.2, 0.0, 1050.9, 3.193, 39
44, b-SLICE,   11, 39.00,       3024, 0,4.67,31.056, 37.188, 39.001, 32.816,56, 10 8 6 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.18%,  9.30%, 15.89%, 12.40%,  1.55%,  2.71%,  0.39%,  2.33%,  0.00%,  5.81%,  0.00%,  1.16%, 13.95%, 15.50%,  3.49%,  2.33%, 195870.09, 19783.34, 13193.32, 196458.93 , 16, 235, 101.37, 61, 145, 121.39, 56, 179, 135.07, 0.00%, 38.30%,0.00%, 36.17%, 0.00%, 4.26%, 8.51%, 3.19%, 9.57%, 0.00%, 34.81%,0.00%, 43.67%, 1.27%, 1.90%, 8.23%, 1.27%, 8.86%, 0.00%, 45.00%,0.00%, 20.00%, 0.00%, 2.50%, 17.50%, 7.50%, 7.50%, 0.00%, 56.25%,0.00%, 6.25%, 0.00%, 0.00%, 12.50%, 12.50%, 12.50%,0.00%, 0.0, 47.9, 29.5, 11.2, 74.2, 0.0, 1028.5, 3.733, 47
