Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
22, b-SLICE,   21, 39.00,       2344, 0,4.31,31.919, 38.651, 39.113, 33.659,56, 20 18 15 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 18.36%,  9.18%,  9.66%,  6.28%,  1.45%,  2.42%,  0.97%,  1.93%,  0.00%,  4.35%,  0.97%,  1.45%, 24.64%, 15.46%,  1.45%,  1.45%, 160614.94, 16173.16, 13872.88, 161720.70 , 16, 235, 148.97, 61, 166, 128.76, 88, 183, 126.91, 0.00%, 47.22%,0.00%, 35.19%, 0.00%, 1.39%, 8.80%, 1.85%, 5.56%, 0.00%, 39.42%,0.00%, 48.08%, 0.00%, 0.48%, 4.33%, 0.48%, 7.21%, 0.00%, 38.46%,0.00%, 23.08%, 0.00%, 0.00%, 7.69%, 7.69%, 23.08%, 0.00%, 50.00%,0.00%, 8.33%, 8.33%, 0.00%, 0.00%, 12.50%, 20.83%,0.00%, 0.0, 40.3, 22.8, 5.8, 74.3, 0.0, 547.7, 3.807, 57
23, P-SLICE,   27, 37.00,      23952, 0,4.53,31.696, 38.441, 38.930, 33.444,51, 22 20 18 15 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.24%, 0.24%,  0.16%,  2.50%, 0.00%,  0.48%,  1.05%, 11.35%,  6.92%, 13.93%,  7.97%, 13.77%, 10.23%,  0.00%,  0.48%,  2.66%,  2.74%,  0.64%,  2.82%,  7.33%, 14.49%, 172633.67, 17032.74, 12755.37, 233511.10 , 18, 235, 148.15, 75, 165, 128.68, 87, 175, 126.99, 0.00%, 29.63%,0.00%, 11.11%, 11.11%, 9.26%, 16.67%, 16.67%, 5.56%, 0.00%, 13.76%,0.00%, 25.50%, 31.88%, 5.87%, 9.56%, 6.38%, 7.05%, 0.75%, 31.08%,0.00%, 17.79%, 25.56%, 3.13%, 7.14%, 4.14%, 10.40%, 6.57%, 39.05%,0.00%, 14.05%, 17.15%, 1.73%, 7.39%, 1.46%, 12.59%,0.00%, 0.0, 38.3, 49.3, 5.8, 153.1, 0.0, 546.9, 3.793, 54
24, B-SLICE,   25, 38.00,       4984, 0,4.33,31.769, 38.601, 39.048, 33.533,54, 22 20 15 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.33%,  6.77%, 16.67%, 14.06%,  3.39%,  4.17%,  4.69%,  5.21%,  0.00%,  7.29%,  4.17%,  2.34%,  4.95%,  9.64%,  3.91%,  4.43%, 166591.17, 16385.71, 13649.72, 168930.20 , 18, 235, 148.53, 74, 165, 128.74, 88, 182, 127.00, 0.00%, 24.68%,0.00%, 41.56%, 0.00%, 6.49%, 14.29%, 5.84%, 7.14%, 0.00%, 30.52%,0.00%, 42.25%, 1.88%, 4.69%, 5.16%, 5.63%, 9.86%, 0.00%, 51.67%,0.00%, 21.67%, 0.00%, 5.83%, 9.17%, 5.00%, 6.67%, 0.00%, 40.62%,0.00%, 18.75%, 9.38%, 4.69%, 4.69%, 6.25%, 15.62%,0.00%, 0.0, 47.5, 25.4, 6.8, 77.3, 0.0, 573.4, 3.585, 59
25, b-SLICE,   23, 39.00,       2864, 0,4.18,31.892, 38.685, 39.107, 33.643,57, 22 20 ,25 27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 19.68%, 10.84%,  4.82%,  6.83%,  0.40%,  2.41%,  2.41%,  2.81%,  0.00%,  1.61%,  1.20%,  2.01%, 12.45%, 16.06%,  6.02%, 10.44%, 161648.03, 16116.91, 14059.19, 162450.61 , 17, 235, 148.84, 65, 166, 128.76, 86, 189, 126.97, 0.00%, 28.97%,0.00%, 44.86%, 0.93%, 3.27%, 7.01%, 3.27%, 11.68%, 0.00%, 42.72%,0.00%, 40.78%, 0.00%, 3.40%, 6.31%, 0.97%, 5.83%, 0.00%, 72.00%,0.00%, 4.00%, 0.00%, 0.00%, 4.00%, 2.00%, 18.00%, 0.00%, 70.45%,0.00%, 9.09%, 4.55%, 2.27%, 2.27%, 6.82%, 4.55%,0.00%, 0.0, 56.7, 25.7, 3.7, 85.3, 0.0, 604.2, 3.674, 59
26, b-SLICE,   24, 39.00,       2920, 0,4.12,31.782, 38.568, 39.025, 33.536,57, 22 20 ,25 27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.16%, 13.33%,  6.67%,  6.67%,  1.96%,  3.53%,  2.35%,  4.31%,  0.00%,  3.14%,  1.96%,  0.78%, 15.69%, 14.90%,  4.31%,  8.24%, 165728.40, 16494.74, 13929.15, 167179.38 , 17, 235, 148.60, 69, 164, 128.72, 88, 183, 126.95, 0.00%, 38.10%,0.00%, 29.52%, 0.00%, 4.76%, 5.71%, 8.57%, 13.33%, 0.00%, 41.82%,0.00%, 42.73%, 0.00%, 3.18%, 5.00%, 0.91%, 6.36%, 0.00%, 53.33%,0.00%, 13.33%, 3.33%, 1.67%, 5.00%, 5.00%, 18.33%, 0.00%, 57.50%,0.00%, 10.00%, 5.00%, 7.50%, 7.50%, 6.25%, 6.25%,0.00%, 0.0, 41.1, 25.7, 3.7, 67.8, 0.0, 601.2, 3.711, 62
27, b-SLICE,   26, 39.00,       2144, 0,4.36,31.753, 38.567, 39.019, 33.513,56, 25 22 20 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 18.52%,  7.87%,  9.26%,  6.94%,  0.46%,  0.93%,  0.46%,  1.85%,  0.00%,  6.94%,  0.93%,  0.93%, 21.76%, 18.52%,  4.17%,  0.46%, 166792.64, 16506.94, 14048.78, 167129.85 , 18, 235, 148.41, 73, 165, 128.72, 88, 179, 127.00, 0.00%, 45.19%,0.00%, 38.46%, 0.00%, 1.92%, 4.81%, 0.96%, 8.65%, 0.00%, 45.83%,0.00%, 41.67%, 0.00%, 0.42%, 2.08%, 2.92%, 7.08%, 0.00%, 78.57%,0.00%, 7.14%, 0.00%, 0.00%, 7.14%, 0.00%, 7.14%, 0.00%, 37.50%,0.00%, 12.50%, 0.00%, 6.25%, 31.25%, 0.00%, 12.50%,0.00%, 0.0, 39.7, 27.2, 3.7, 75.9, 0.0, 593.7, 3.896, 58
28, P-SLICE,   31, 37.00,      19264, 0,4.35,31.577, 38.426, 38.921, 33.351,52, 27 25 22 20 , -, 0.00%,  0.00%,  0.00%, 0.10%,  0.00%,  0.10%, 0.00%,  0.00%,  0.10%, 0.00%,  0.41%,  1.33%, 0.00%,  0.92%,  2.05%, 12.31%,  8.62%, 10.46%,  7.28%, 12.92%,  8.41%,  0.00%,  0.92%,  2.97%,  4.21%,  0.92%,  4.72%,  9.13%, 12.10%, 176456.12, 17096.99, 13158.70, 214998.49 , 17, 235, 147.66, 78, 166, 128.69, 88, 180, 127.06, 0.00%, 23.68%,0.00%, 10.53%, 13.16%, 18.42%, 15.79%, 10.53%, 7.89%, 0.69%, 18.90%,0.00%, 25.09%, 26.46%, 5.50%, 8.59%, 4.98%, 9.79%, 0.34%, 40.41%,0.00%, 21.58%, 13.36%, 3.08%, 6.51%, 5.14%, 9.59%, 4.43%, 41.41%,0.00%, 14.84%, 17.97%, 1.43%, 2.99%, 2.86%, 14.06%,0.00%, 0.0, 13.7, 49.4, 3.7, 158.3, 0.0, 591.8, 3.741, 56
29, B-SLICE,   29, 38.00,       4320, 0,4.40,31.630, 38.508, 38.974, 33.408,55, 27 25 20 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.22%,  7.69%, 11.22%, 11.86%,  5.45%,  4.49%,  0.32%,  2.88%,  0.00%,  4.17%,  5.45%,  0.96%,  9.62%, 16.99%,  2.88%,  4.81%, 171943.16, 16706.85, 14141.61, 175292.15 , 16, 235, 147.91, 79, 166, 128.68, 86, 175, 127.03, 0.00%, 33.71%,0.00%, 39.33%, 0.00%, 4.49%, 7.87%, 3.93%, 10.67%, 0.00%, 39.29%,0.00%, 37.50%, 1.19%, 3.27%, 9.23%, 2.38%, 7.14%, 0.00%, 45.61%,0.00%, 21.05%, 8.77%, 4.39%, 6.14%, 4.39%, 9.65%, 0.00%, 64.29%,0.00%, 3.57%, 0.00%, 1.79%, 8.93%, 1.79%, 19.64%,0.00%, 0.0, 35.9, 24.8, 8.6, 71.5, 0.0, 616.2, 3.326, 65
30, b-SLICE,   28, 39.00,       2072, 0,4.18,31.708, 38.536, 38.989, 33.472,57, 27 25 ,29 31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 20.19%,  7.98%,  7.51%,  4.69%,  0.94%,  1.88%,  0.00%,  0.00%,  0.00%,  4.69%,  2.82%,  0.00%, 21.60%, 21.13%,  2.82%,  3.76%, 168593.28, 16622.75, 14274.09, 169037.45 , 16, 235, 148.08, 77, 167, 128.68, 84, 174, 127.02, 0.00%, 43.40%,0.00%, 40.57%, 0.00%, 2.36%, 8.02%, 1.42%, 4.25%, 0.00%, 49.55%,0.00%, 40.54%, 0.90%, 0.45%, 0.45%, 2.25%, 5.86%, 0.00%, 66.67%,0.00%, 11.11%, 0.00%, 0.00%, 11.11%, 2.78%, 8.33%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 35.1, 20.0, 3.6, 68.1, 0.0, 636.9, 4.111, 61
31, b-SLICE,   30, 39.00,       1696, 0,4.22,31.627, 38.413, 38.878, 33.382,56, 29 27 25 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 16.67%,  8.10%,  1.43%,  7.14%,  0.95%,  1.90%,  0.00%,  2.38%,  0.00%,  0.95%,  1.43%,  0.00%, 26.67%, 24.76%,  6.19%,  1.43%, 171703.96, 17078.56, 14412.59, 171710.44 , 18, 235, 147.63, 78, 167, 128.67, 88, 178, 127.02, 0.00%, 51.85%,0.00%, 32.41%, 0.00%, 0.93%, 6.48%, 0.93%, 7.41%, 0.00%, 52.94%,0.00%, 32.35%, 0.00%, 1.96%, 4.90%, 0.98%, 6.86%, 0.00%, 72.73%,0.00%, 9.09%, 0.00%, 4.55%, 4.55%, 0.00%, 9.09%, 0.00%, 37.50%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 6.25%, 56.25%,0.00%, 0.0, 33.7, 20.1, 3.5, 60.6, 0.0, 629.6, 3.726, 54
32, I-SLICE,    0, 34.00,     153840, 0,0.00,33.486, 38.689, 39.088, 34.836,55,  -, -, 0.00%,  0.00%,  0.00%, 1.15%,  0.50%,  1.72%, 3.30%,  1.27%, 10.34%, 7.78%,  3.64%, 40.25%,30.03%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 116998.41, 17226.09, 10662.41, 653248.41 , 18, 235, 147.55, 76, 167, 128.68, 88, 180, 127.06, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 82.46%, 0.00%,0.00%, 17.54%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 0.0, 0.0, 137.8, 0.0, 420.7, 0.0, 704.3, 3.570, 49
33, P-SLICE,    5, 37.00,      13520, 0,4.71,32.616, 38.574, 39.013, 34.160,51, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.09%,  0.00%, 0.28%,  0.19%,  1.11%, 0.00%,  0.28%,  0.46%,  6.31%,  8.73%,  9.10%,  8.36%,  7.99%,  6.96%,  0.00%,  2.69%,  5.39%,  3.71%,  0.74%, 12.26%, 15.13%, 10.21%, 138921.90, 16513.19, 11341.90, 165077.53 , 16, 235, 147.01, 75, 164, 128.69, 86, 183, 127.08, 0.00%, 50.00%,0.00%, 18.75%, 0.00%, 9.38%, 15.62%, 0.00%, 6.25%, 0.00%, 45.61%,0.00%, 24.65%, 3.12%, 4.82%, 7.08%, 7.37%, 7.37%, 0.24%, 53.90%,0.00%, 17.80%, 6.10%, 4.63%, 4.63%, 3.66%, 9.02%, 5.18%, 45.73%,0.00%, 12.80%, 13.41%, 2.90%, 4.12%, 3.66%, 12.20%,0.00%, 0.0, 90.1, 34.7, 23.0, 75.4, 0.0, 689.3, 3.363, 29
34, B-SLICE,    3, 38.00,       5632, 0,4.18,32.802, 38.682, 39.109, 34.325,54, 0 ,5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.75%,  1.05%, 19.37%,  9.08%,  3.84%,  3.14%,  3.66%,  4.19%,  0.00%,  7.16%,  2.97%,  3.49%,  2.62%, 26.70%,  6.28%,  4.71%, 131360.00, 16118.61, 11804.01, 134717.49 , 16, 235, 147.18, 71, 166, 128.67, 86, 183, 127.10, 0.00%, 48.39%,0.00%, 32.26%, 0.00%, 4.84%, 8.06%, 0.00%, 6.45%, 0.00%, 50.13%,0.00%, 36.18%, 0.26%, 1.94%, 2.71%, 2.58%, 6.20%, 0.00%, 56.99%,0.00%, 19.35%, 4.30%, 1.61%, 4.84%, 4.30%, 8.60%, 0.00%, 51.09%,0.00%, 11.96%, 10.87%, 4.89%, 3.80%, 2.72%, 14.67%,0.00%, 0.0, 105.3, 21.8, 3.6, 66.7, 0.0, 715.9, 3.356, 64
35, b-SLICE,    1, 39.00,       3024, 0,4.39,33.058, 38.659, 39.074, 34.510,57, 0 ,3 5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.36%,  1.65%, 12.29%, 11.35%,  0.95%,  1.89%,  0.95%,  1.42%,  0.00%,  7.80%,  0.47%,  0.00%,  5.44%, 49.65%,  2.36%,  1.42%, 123475.03, 16227.30, 12100.31, 124096.06 , 16, 235, 147.29, 73, 165, 128.64, 86, 184, 127.05, 0.00%, 57.50%,0.00%, 25.00%, 0.00%, 1.25%, 13.75%, 1.25%, 1.25%, 0.00%, 65.15%,0.00%, 21.98%, 0.00%, 1.21%, 2.28%, 2.14%, 7.24%, 0.00%, 50.00%,0.00%, 16.67%, 0.00%, 2.08%, 6.25%, 2.08%, 22.92%, 0.00%, 37.50%,0.00%, 25.00%, 0.00%, 3.12%, 15.62%, 6.25%, 12.50%,0.00%, 0.0, 106.9, 22.7, 3.7, 74.9, 0.0, 743.9, 3.926, 43
36, b-SLICE,    2, 39.00,       3584, 0,4.34,32.941, 38.720, 39.140, 34.438,57, 0 ,3 5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.36%,  1.34%, 15.44%, 10.07%,  1.12%,  2.01%,  0.89%,  2.46%,  0.00%,  7.83%,  1.34%,  0.00%,  4.25%, 42.51%,  3.58%,  3.80%, 126865.04, 15992.56, 12071.24, 127709.33 , 18, 235, 147.31, 72, 165, 128.68, 87, 182, 127.11, 0.00%, 47.50%,0.00%, 37.50%, 0.00%, 2.50%, 5.00%, 0.00%, 7.50%, 0.00%, 60.98%,0.00%, 26.83%, 0.00%, 0.68%, 3.66%, 1.49%, 6.37%, 0.00%, 61.11%,0.00%, 11.11%, 2.78%, 0.00%, 5.56%, 8.33%, 11.11%, 0.00%, 53.12%,0.00%, 12.50%, 0.00%, 4.69%, 7.81%, 7.81%, 14.06%,0.00%, 0.0, 105.2, 23.6, 3.6, 74.5, 0.0, 740.6, 3.511, 55
37, b-SLICE,    4, 39.00,       2264, 0,4.29,32.687, 38.590, 39.026, 34.217,56, 3 0 ,5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.70%, 10.05%,  7.76%,  7.31%,  1.83%,  0.91%,  1.37%,  1.37%,  0.00%,  3.20%,  0.46%,  0.91%, 24.20%, 21.00%,  2.28%,  3.65%, 134523.67, 16447.93, 12597.07, 135565.33 , 16, 235, 146.96, 76, 165, 128.64, 84, 185, 127.08, 0.00%, 50.48%,0.00%, 28.57%, 0.00%, 4.29%, 9.05%, 0.95%, 6.67%, 0.00%, 45.69%,0.00%, 39.66%, 0.86%, 0.00%, 2.59%, 2.16%, 9.05%, 0.00%, 50.00%,0.00%, 25.00%, 8.33%, 4.17%, 4.17%, 0.00%, 8.33%, 0.00%, 62.50%,0.00%, 12.50%, 6.25%, 3.12%, 3.12%, 3.12%, 9.38%,0.00%, 0.0, 21.4, 24.2, 3.6, 54.1, 0.0, 732.9, 3.689, 54
38, P-SLICE,    9, 37.00,      15080, 0,4.75,32.209, 38.556, 38.882, 33.837,52, 5 3 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.11%, 0.00%,  0.00%,  0.67%, 0.00%,  0.89%,  3.01%,  6.47%,  9.92%,  9.36%,  8.25%, 12.82%,  9.59%,  0.00%,  2.01%,  3.68%,  5.24%,  2.01%,  4.68%,  9.03%, 12.26%, 152435.93, 16821.13, 11893.07, 177994.47 , 16, 235, 146.59, 68, 164, 128.69, 88, 178, 126.94, 0.00%, 33.96%,0.00%, 13.21%, 1.89%, 16.04%, 14.15%, 16.98%, 3.77%, 0.00%, 25.32%,0.00%, 29.11%, 8.02%, 6.75%, 7.59%, 9.28%, 13.92%, 0.37%, 41.76%,0.00%, 21.61%, 9.16%, 3.66%, 8.42%, 5.49%, 9.52%, 1.65%, 43.13%,0.00%, 14.84%, 16.76%, 0.96%, 7.55%, 3.02%, 12.09%,0.00%, 0.0, 13.6, 40.6, 3.6, 114.9, 0.0, 724.5, 3.400, 58
39, B-SLICE,    7, 38.00,       3976, 0,4.50,32.439, 38.556, 38.912, 34.012,55, 5 3 0 ,9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.17%,  8.87%,  8.26%, 11.31%,  2.14%,  4.59%,  3.36%,  4.59%,  0.00%,  2.14%,  0.92%,  1.83%,  9.79%, 18.35%,  6.12%,  8.56%, 142693.97, 16724.22, 13007.45, 146453.52 , 16, 235, 146.71, 73, 167, 128.66, 86, 181, 126.94, 0.00%, 35.16%,0.00%, 31.87%, 1.10%, 6.59%, 7.69%, 3.30%, 14.29%, 0.00%, 41.61%,0.00%, 34.78%, 0.62%, 1.24%, 5.59%, 3.42%, 12.73%, 0.00%, 51.11%,0.00%, 11.11%, 4.44%, 1.11%, 7.78%, 3.33%, 21.11%, 0.00%, 56.67%,0.00%, 8.33%, 10.00%, 3.33%, 8.33%, 5.00%, 8.33%,0.00%, 0.0, 27.6, 29.5, 8.4, 83.9, 0.0, 754.8, 3.207, 46
40, b-SLICE,    6, 39.00,       1944, 0,4.63,32.548, 38.634, 38.988, 34.114,57, 5 3 ,7 9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.71%, 11.43%,  4.29%,  6.19%,  1.90%,  2.38%,  0.95%,  0.00%,  0.00%,  3.81%,  0.00%,  0.00%, 23.33%, 24.29%,  4.76%,  0.95%, 138886.19, 16431.63, 12962.85, 139589.33 , 16, 235, 146.91, 79, 166, 128.69, 87, 175, 126.97, 0.00%, 46.23%,0.00%, 31.13%, 0.00%, 0.94%, 8.49%, 2.36%, 10.85%, 0.00%, 53.15%,0.00%, 35.14%, 0.00%, 0.00%, 2.70%, 0.90%, 8.11%, 0.00%, 52.63%,0.00%, 15.79%, 5.26%, 2.63%, 13.16%, 0.00%, 10.53%, 0.00%, 50.00%,0.00%, 25.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 31.6, 21.3, 6.5, 62.4, 0.0, 774.0, 3.348, 47
41, b-SLICE,    8, 39.00,       2208, 0,4.52,32.345, 38.636, 38.957, 33.958,56, 7 5 3 ,9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.07%, 10.05%,  6.85%,  7.76%,  2.74%,  1.37%,  1.37%,  1.37%,  0.00%,  1.37%,  1.37%,  2.28%, 23.74%, 18.72%,  3.65%,  2.28%, 145534.70, 16483.35, 13232.92, 145923.33 , 17, 235, 146.69, 76, 165, 128.70, 86, 177, 126.96, 0.00%, 48.60%,0.00%, 30.84%, 0.00%, 3.27%, 7.01%, 1.40%, 8.88%, 0.00%, 41.51%,0.00%, 42.45%, 0.00%, 0.94%, 2.83%, 2.36%, 9.91%, 0.00%, 55.00%,0.00%, 25.00%, 5.00%, 0.00%, 5.00%, 0.00%, 10.00%, 0.00%, 62.50%,0.00%, 18.75%, 0.00%, 0.00%, 0.00%, 6.25%, 12.50%,0.00%, 0.0, 30.2, 22.2, 6.5, 69.3, 0.0, 766.3, 3.407, 47
42, P-SLICE,   13, 37.00,      17208, 0,4.32,32.117, 38.394, 38.758, 33.732,52, 9 7 5 3 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.10%, 0.00%,  0.00%,  0.20%, 0.10%,  0.00%,  1.18%, 0.00%,  1.67%,  1.37%,  7.65%,  8.92%, 11.18%,  6.96%, 12.06%, 12.45%,  0.00%,  1.67%,  4.51%,  5.59%,  0.98%,  5.20%,  8.43%,  9.80%, 156119.34, 17453.96, 12116.62, 181536.44 , 16, 235, 146.08, 73, 168, 128.66, 86, 168, 126.93, 0.00%, 24.39%,0.00%, 29.27%, 12.20%, 8.54%, 10.98%, 6.10%, 8.54%, 0.37%, 25.93%,0.00%, 26.30%, 13.70%, 7.41%, 11.85%, 4.63%, 9.81%, 0.63%, 41.38%,0.00%, 21.63%, 14.11%, 3.29%, 6.11%, 3.29%, 9.56%, 3.10%, 37.38%,0.00%, 13.10%, 16.19%, 2.02%, 6.55%, 3.45%, 18.21%,0.00%, 0.0, 28.8, 48.7, 6.5, 140.5, 0.0, 754.3, 3.148, 45
43, B-SLICE,   11, 38.00,       4696, 0,4.82,32.253, 38.605, 38.967, 33.886,55, 9 7 3 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.82%,  6.43%, 16.37%,  8.77%,  4.97%,  2.05%,  4.09%,  4.39%,  0.00%,  5.26%,  2.92%,  1.46%,  7.60%, 14.62%,  4.97%,  5.26%, 148998.36, 16525.50, 13131.40, 152841.77 , 16, 235, 146.53, 76, 167, 128.78, 85, 178, 127.02, 0.00%, 30.59%,0.00%, 43.53%, 0.00%, 8.82%, 5.29%, 2.94%, 8.82%, 0.00%, 36.96%,0.00%, 43.48%, 3.26%, 2.17%, 4.89%, 3.80%, 5.43%, 0.00%, 52.94%,0.00%, 21.57%, 11.76%, 2.94%, 2.94%, 0.98%, 6.86%, 0.00%, 44.23%,0.00%, 23.08%, 3.85%, 2.88%, 6.73%, 9.62%, 9.62%,0.00%, 0.0, 49.2, 30.9, 12.4, 84.0, 0.0, 779.7, 3.748, 47
44, b-SLICE,   10, 39.00,       2032, 0,4.95,32.290, 38.541, 38.860, 33.892,57, 9 7 ,11 13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 18.31%,  8.92%,  5.16%,  4.23%,  1.88%,  3.76%,  0.47%,  1.41%,  0.00%,  3.76%,  1.41%,  0.94%, 23.47%, 20.66%,  2.82%,  2.82%, 147431.04, 16852.38, 13604.21, 147938.68 , 17, 235, 146.43, 73, 165, 128.67, 88, 179, 126.92, 0.00%, 46.30%,0.00%, 36.11%, 0.00%, 1.85%, 9.26%, 0.00%, 6.48%, 0.00%, 50.98%,0.00%, 40.20%, 0.00%, 0.00%, 0.98%, 2.45%, 5.39%, 0.00%, 42.86%,0.00%, 14.29%, 4.76%, 2.38%, 7.14%, 11.90%, 16.67%, 0.00%, 66.67%,0.00%, 8.33%, 0.00%, 4.17%, 12.50%, 4.17%, 4.17%,0.00%, 0.0, 51.5, 20.2, 7.9, 62.1, 0.0, 810.8, 3.785, 39
