Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
22, b-SLICE,   21, 39.00,       3664, 0,3.57,31.258, 37.211, 38.920, 32.960,56, 20 18 15 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.77%,  6.09%, 21.51%, 13.62%,  1.43%,  2.15%,  0.00%,  0.72%,  0.00%,  6.45%,  1.08%,  0.72%,  8.24%, 18.64%,  3.58%,  0.00%, 187116.32, 19868.91, 13915.21, 188755.13 , 16, 235, 101.03, 81, 191, 116.58, 71, 168, 137.49, 0.00%, 27.38%,0.00%, 52.38%, 0.00%, 1.79%, 13.69%, 0.60%, 4.17%, 0.00%, 35.35%,0.00%, 43.94%, 1.52%, 2.53%, 5.56%, 1.52%, 9.60%, 0.00%, 56.52%,0.00%, 13.04%, 4.35%, 8.70%, 8.70%, 6.52%, 2.17%, 0.00%, 50.00%,0.00%, 0.00%, 0.00%, 0.00%, 25.00%, 0.00%, 25.00%,0.00%, 0.0, 51.8, 36.7, 16.6, 94.1, 0.0, 727.9, 3.163, 29
23, P-SLICE,   27, 37.00,      42128, 0,3.52,31.343, 37.006, 38.799, 32.983,51, 22 20 18 15 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.61%, 0.15%,  0.00%,  0.91%, 0.10%,  0.10%,  2.18%, 0.00%,  0.10%,  0.05%,  7.67%,  3.40%, 20.99%,  7.52%, 24.75%,  9.10%,  0.00%,  0.30%,  2.24%,  4.67%,  0.05%,  0.91%,  4.27%,  9.91%, 190334.11, 20910.40, 11568.96, 292979.47 , 16, 235, 100.91, 82, 190, 116.47, 76, 167, 137.57, 0.00%, 25.00%,0.00%, 25.00%, 25.00%, 0.00%, 0.00%, 25.00%, 0.00%, 4.23%, 8.45%,0.00%, 39.44%, 24.30%, 7.75%, 4.58%, 5.81%, 5.46%, 2.96%, 18.03%,0.00%, 32.82%, 25.35%, 3.66%, 5.92%, 4.15%, 7.11%, 4.70%, 28.70%,0.00%, 20.60%, 28.10%, 1.00%, 6.80%, 0.85%, 9.25%,0.00%, 0.0, 50.5, 82.8, 16.6, 231.9, 0.0, 746.4, 3.222, 37
24, B-SLICE,   25, 38.00,      12856, 0,3.65,31.247, 37.078, 38.870, 32.929,54, 22 20 15 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.01%,  1.89%, 18.11%, 12.45%,  9.69%,  9.18%,  5.66%,  6.54%,  0.00%,  2.77%,  5.16%,  2.39%,  0.63%,  7.04%,  8.93%,  8.55%, 189715.70, 20358.10, 13122.13, 207226.96 , 16, 235, 100.82, 81, 190, 116.55, 74, 167, 137.54, 0.00%, 17.86%,0.00%, 25.00%, 3.57%, 12.50%, 12.50%, 19.64%, 8.93%, 0.00%, 22.22%,0.00%, 45.30%, 4.27%, 5.98%, 8.26%, 4.84%, 9.12%, 0.00%, 42.75%,0.00%, 22.52%, 6.87%, 3.63%, 10.11%, 3.82%, 10.31%, 0.00%, 47.28%,0.00%, 13.04%, 11.41%, 2.99%, 7.88%, 3.26%, 14.13%,0.00%, 0.0, 66.5, 61.0, 26.4, 132.6, 4.7, 788.8, 2.741, 20
25, b-SLICE,   23, 39.00,       5968, 0,3.56,31.229, 37.190, 38.891, 32.932,57, 22 20 ,25 27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.23%,  4.10%, 22.31%, 16.41%,  4.10%,  2.56%,  0.51%,  5.38%,  0.00%,  5.64%,  2.31%,  0.26%,  4.10%, 12.56%,  4.36%,  6.15%, 188775.25, 19981.70, 14020.20, 193441.69 , 16, 235, 100.96, 81, 190, 116.56, 72, 168, 137.50, 0.00%, 23.53%,0.00%, 52.94%, 0.00%, 4.41%, 7.35%, 5.15%, 6.62%, 0.00%, 28.17%,0.00%, 46.43%, 0.00%, 3.97%, 9.13%, 2.78%, 9.52%, 0.00%, 50.00%,0.00%, 26.92%, 3.85%, 0.00%, 7.69%, 3.85%, 7.69%, 0.00%, 52.08%,0.00%, 4.17%, 0.00%, 1.04%, 7.29%, 11.46%, 23.96%,0.00%, 0.0, 75.9, 46.8, 22.1, 95.3, 2.0, 821.8, 2.430, 33
26, b-SLICE,   24, 39.00,       6296, 0,3.79,31.133, 37.159, 38.854, 32.851,57, 22 20 ,25 27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.38%,  8.10%, 16.67%, 11.43%,  5.48%,  5.95%,  2.62%,  3.33%,  0.00%,  2.86%,  6.43%,  3.57%,  2.62%, 10.71%,  8.10%,  4.76%, 193171.64, 20134.01, 13883.50, 202379.76 , 16, 235, 100.92, 81, 192, 116.56, 74, 168, 137.53, 0.00%, 14.47%,0.00%, 40.79%, 0.00%, 10.53%, 10.53%, 10.53%, 13.16%, 0.00%, 27.80%,0.00%, 44.39%, 4.39%, 5.12%, 7.07%, 4.15%, 7.07%, 0.00%, 55.96%,0.00%, 18.35%, 2.75%, 2.75%, 2.75%, 5.05%, 12.39%, 0.00%, 58.33%,0.00%, 15.00%, 3.33%, 5.00%, 10.00%, 3.33%, 5.00%,0.00%, 0.0, 59.5, 46.8, 22.1, 104.3, 0.0, 818.9, 2.644, 39
27, b-SLICE,   26, 39.00,       4288, 0,3.55,31.285, 37.126, 38.903, 32.967,56, 25 22 20 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.59%,  8.10%, 27.10%, 14.64%,  2.18%,  3.12%,  0.00%,  0.00%,  0.00%,  8.72%,  1.25%,  0.00%,  3.12%, 19.00%,  2.18%,  0.00%, 186079.34, 20135.70, 13767.61, 187266.57 , 16, 235, 100.95, 81, 189, 116.52, 72, 168, 137.57, 0.00%, 14.29%,0.00%, 47.14%, 1.43%, 5.00%, 17.86%, 4.29%, 10.00%, 0.00%, 35.18%,0.00%, 44.27%, 1.98%, 2.17%, 6.92%, 2.77%, 6.72%, 0.00%, 39.29%,0.00%, 25.00%, 0.00%, 5.36%, 16.07%, 5.36%, 8.93%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 56.2, 48.6, 22.1, 88.0, 0.0, 811.5, 2.481, 30
28, P-SLICE,   31, 37.00,      36376, 0,3.51,31.338, 37.085, 38.926, 33.005,52, 27 25 22 20 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.17%, 0.00%,  0.00%,  0.92%, 0.29%,  0.06%,  2.23%, 0.00%,  0.23%,  0.06%,  8.08%,  5.33%, 19.99%,  8.36%, 20.33%,  9.45%,  0.00%,  0.57%,  3.15%,  5.90%,  0.11%,  1.26%,  4.58%,  8.93%, 190156.73, 20551.79, 11526.47, 268686.32 , 16, 235, 100.77, 81, 190, 116.40, 74, 168, 137.67, 0.00%, 28.57%,0.00%, 42.86%, 14.29%, 14.29%, 0.00%, 0.00%, 0.00%, 1.00%, 10.70%,0.00%, 34.78%, 22.41%, 5.85%, 7.19%, 9.03%, 9.03%, 2.48%, 20.90%,0.00%, 34.06%, 19.97%, 5.26%, 5.57%, 5.34%, 6.42%, 5.46%, 31.43%,0.00%, 18.08%, 25.00%, 2.31%, 7.52%, 1.46%, 8.74%,0.00%, 0.0, 10.1, 85.1, 22.1, 208.0, 0.0, 823.6, 2.867, 30
29, B-SLICE,   29, 38.00,      11296, 0,3.67,31.394, 37.127, 38.966, 33.057,55, 27 25 20 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.58%,  1.21%, 26.36%, 11.67%, 12.27%,  6.97%,  3.33%,  2.88%,  0.00%,  5.15%,  6.82%,  2.88%,  0.91%,  6.21%,  7.12%,  3.64%, 182622.15, 20017.66, 12910.07, 194382.70 , 16, 235, 100.97, 81, 193, 116.42, 75, 167, 137.64, 0.00%, 19.35%,0.00%, 54.84%, 0.00%, 4.84%, 8.06%, 8.06%, 4.84%, 0.00%, 21.07%,0.00%, 52.53%, 4.78%, 4.63%, 6.60%, 4.35%, 6.04%, 0.00%, 42.01%,0.00%, 29.22%, 7.76%, 3.42%, 5.71%, 3.65%, 8.22%, 0.00%, 51.19%,0.00%, 11.90%, 14.29%, 1.19%, 2.38%, 5.36%, 13.69%,0.00%, 0.0, 32.4, 51.8, 28.4, 121.3, 0.0, 854.5, 3.193, 22
30, b-SLICE,   28, 39.00,       4008, 0,3.66,31.361, 37.119, 38.956, 33.030,57, 27 25 ,29 31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.03%,  9.97%, 20.25%, 11.21%,  3.12%,  4.05%,  0.93%,  0.62%,  0.00%,  6.23%,  2.18%,  0.00%,  5.61%, 19.31%,  2.80%,  4.67%, 182741.56, 20057.89, 13534.74, 183438.71 , 16, 235, 100.95, 82, 194, 116.46, 76, 167, 137.62, 0.00%, 22.78%,0.00%, 36.71%, 0.00%, 4.43%, 10.76%, 8.86%, 16.46%, 0.00%, 38.50%,0.00%, 44.13%, 0.47%, 2.11%, 4.46%, 3.29%, 7.04%, 0.00%, 41.03%,0.00%, 23.08%, 2.56%, 3.85%, 6.41%, 5.13%, 17.95%, 0.00%, 75.00%,0.00%, 10.00%, 5.00%, 0.00%, 0.00%, 2.50%, 7.50%,0.00%, 0.0, 49.1, 27.9, 10.6, 73.8, 0.0, 875.7, 3.148, 42
31, b-SLICE,   30, 39.00,       4368, 0,3.59,31.314, 37.178, 38.977, 33.005,56, 29 27 25 ,31 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.74%,  6.73%, 25.00%, 12.82%,  2.88%,  3.21%,  0.64%,  0.32%,  0.00%,  7.69%,  1.28%,  0.00%,  4.17%, 12.18%,  4.17%,  4.17%, 184776.68, 19855.38, 13527.03, 185764.67 , 16, 235, 100.92, 82, 187, 116.41, 77, 168, 137.65, 0.00%, 16.25%,0.00%, 57.50%, 0.00%, 5.62%, 9.38%, 4.38%, 6.88%, 0.00%, 29.52%,0.00%, 50.00%, 1.43%, 3.81%, 5.71%, 1.90%, 7.62%, 0.00%, 47.22%,0.00%, 22.22%, 2.78%, 5.56%, 8.33%, 4.17%, 9.72%, 0.00%, 81.25%,0.00%, 12.50%, 0.00%, 3.12%, 3.12%, 0.00%, 0.00%,0.00%, 0.0, 47.4, 27.9, 10.6, 80.7, 0.0, 868.5, 3.607, 50
32, I-SLICE,    0, 34.00,     165696, 0,0.00,33.424, 37.277, 39.001, 34.603,55,  -, -, 0.00%,  0.00%,  0.00%, 0.29%,  0.13%,  1.08%, 1.96%,  0.60%,  8.88%, 7.47%,  2.54%, 40.17%,36.89%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 118629.91, 21279.01, 9525.81, 549745.61 , 16, 235, 100.69, 82, 187, 116.42, 75, 168, 137.69, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 72.22%, 0.00%,0.00%, 27.78%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 0.0, 0.0, 145.4, 0.0, 427.5, 0.0, 929.8, 3.504, 37
33, P-SLICE,    5, 37.00,      33464, 0,3.32,32.092, 37.173, 38.970, 33.587,51, 0 , -, 0.00%,  0.00%,  0.00%, 0.11%,  0.11%,  0.38%, 0.05%,  0.11%,  0.70%, 0.16%,  0.05%,  1.84%, 0.00%,  0.05%,  0.00%,  6.32%,  5.19%, 22.04%, 11.02%, 19.72%,  8.70%,  0.00%,  0.22%,  3.24%,  4.75%,  0.05%,  0.97%,  7.73%,  6.48%, 160802.02, 20073.87, 9514.46, 235355.61 , 16, 235, 100.10, 81, 186, 116.22, 77, 168, 137.90, 0.00%, 50.00%,0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 3.99%, 7.97%,0.00%, 34.06%, 19.20%, 6.88%, 3.99%, 15.58%, 8.33%, 1.93%, 24.43%,0.00%, 30.69%, 18.41%, 6.44%, 6.20%, 6.38%, 5.54%, 4.92%, 26.94%,0.00%, 22.41%, 24.87%, 2.85%, 7.25%, 3.11%, 7.64%,0.00%, 0.0, 55.6, 85.4, 48.5, 149.6, 5.6, 937.4, 2.378, 30
34, B-SLICE,    3, 38.00,      11672, 0,3.51,32.279, 37.256, 39.089, 33.752,54, 0 ,5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.49%,  0.49%, 22.51%, 12.05%, 13.65%,  8.86%,  5.17%,  3.44%,  0.00%,  4.18%,  4.55%,  2.83%,  0.12%,  9.96%,  7.38%,  4.31%, 149161.53, 19440.91, 10963.10, 156793.28 , 16, 235, 100.55, 81, 192, 116.29, 74, 168, 137.82, 0.00%, 11.11%,0.00%, 44.44%, 0.00%, 0.00%, 11.11%, 5.56%, 27.78%, 0.00%, 27.00%,0.00%, 48.83%, 1.17%, 2.82%, 7.04%, 2.82%, 10.33%, 0.00%, 34.64%,0.00%, 33.57%, 6.07%, 4.29%, 7.86%, 4.64%, 8.93%, 0.00%, 45.31%,0.00%, 21.09%, 11.72%, 2.73%, 4.30%, 5.47%, 9.38%,0.00%, 0.0, 101.8, 44.9, 15.7, 105.1, 0.0, 974.1, 2.970, 37
35, b-SLICE,    1, 39.00,       5840, 0,3.45,32.572, 37.293, 39.084, 33.976,57, 0 ,3 5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.69%,  1.32%, 19.40%, 25.24%,  1.51%,  3.77%,  0.75%,  3.01%,  0.00%,  8.10%,  2.07%,  2.07%,  1.32%, 22.60%,  3.95%,  3.20%, 138797.61, 19351.56, 10586.61, 142019.57 , 16, 235, 100.69, 81, 189, 116.35, 75, 168, 137.68, 0.00%, 30.43%,0.00%, 39.13%, 0.00%, 0.00%, 8.70%, 10.87%, 10.87%, 0.00%, 37.91%,0.00%, 30.70%, 0.23%, 5.58%, 7.67%, 6.63%, 11.28%, 0.00%, 53.33%,0.00%, 5.00%, 8.33%, 3.33%, 6.67%, 5.83%, 17.50%, 0.00%, 58.33%,0.00%, 4.17%, 4.17%, 1.04%, 5.21%, 4.17%, 22.92%,0.00%, 0.0, 113.3, 32.7, 16.1, 71.8, 0.0, 999.2, 2.644, 31
36, b-SLICE,    2, 39.00,       6648, 0,3.48,32.454, 37.289, 39.106, 33.890,57, 0 ,3 5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.90%,  1.97%, 24.91%, 16.13%,  6.99%,  8.24%,  0.72%,  0.72%,  0.00%,  4.48%,  3.58%,  1.43%,  1.08%, 24.19%,  3.94%,  0.72%, 142214.65, 19322.93, 11415.41, 144777.79 , 16, 235, 100.68, 81, 188, 116.33, 74, 168, 137.69, 0.00%, 27.27%,0.00%, 22.73%, 0.00%, 4.55%, 9.09%, 13.64%, 22.73%, 0.00%, 38.19%,0.00%, 38.90%, 1.43%, 2.27%, 8.71%, 2.51%, 8.00%, 0.00%, 33.07%,0.00%, 28.35%, 2.36%, 3.15%, 12.60%, 4.33%, 16.14%, 0.00%, 60.00%,0.00%, 20.00%, 0.00%, 5.00%, 10.00%, 0.00%, 5.00%,0.00%, 0.0, 111.5, 42.2, 16.1, 91.7, 0.0, 1004.1, 2.570, 35
37, b-SLICE,    4, 39.00,       4160, 0,3.79,32.150, 37.267, 39.105, 33.659,56, 3 0 ,5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.04%,  6.79%, 21.91%, 14.51%,  2.78%,  2.47%,  0.31%,  0.31%,  0.00%,  9.88%,  3.70%,  0.93%,  4.01%, 16.67%,  2.78%,  0.93%, 152428.47, 19384.44, 11609.21, 153715.26 , 16, 235, 100.43, 81, 188, 116.28, 76, 168, 137.87, 0.00%, 17.57%,0.00%, 52.70%, 0.00%, 10.81%, 6.76%, 4.05%, 8.11%, 0.00%, 36.75%,0.00%, 42.74%, 0.43%, 2.14%, 8.97%, 3.21%, 5.77%, 0.00%, 55.26%,0.00%, 23.68%, 0.00%, 3.95%, 14.47%, 0.00%, 2.63%, 0.00%, 75.00%,0.00%, 12.50%, 0.00%, 6.25%, 6.25%, 0.00%, 0.00%,0.00%, 0.0, 41.2, 42.2, 16.1, 74.2, 0.0, 997.0, 2.844, 38
38, P-SLICE,    9, 37.00,      32552, 0,3.44,31.904, 37.113, 38.977, 33.440,52, 5 3 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.42%, 0.06%,  0.12%,  0.06%, 0.18%,  0.12%,  1.50%, 0.00%,  0.12%,  0.24%,  8.30%,  5.66%, 19.74%,  8.54%, 21.30%,  8.60%,  0.00%,  0.66%,  2.29%,  3.91%,  0.12%,  1.68%,  5.78%, 10.59%, 166861.01, 20234.59, 10036.23, 238635.68 , 16, 235, 99.09, 82, 187, 116.19, 77, 167, 138.04, 0.00%, 25.00%,0.00%, 25.00%, 0.00%, 12.50%, 12.50%, 25.00%, 0.00%, 2.27%, 12.66%,0.00%, 32.14%, 22.40%, 8.60%, 6.33%, 8.60%, 6.98%, 0.66%, 22.04%,0.00%, 31.74%, 22.20%, 4.61%, 5.43%, 6.33%, 6.99%, 3.91%, 31.38%,0.00%, 21.22%, 24.87%, 1.89%, 6.05%, 1.89%, 8.79%,0.00%, 0.0, 10.8, 87.7, 16.1, 204.1, 0.0, 1017.3, 2.711, 25
39, B-SLICE,    7, 38.00,      10248, 0,3.57,32.039, 37.245, 39.138, 33.577,55, 5 3 0 ,9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.69%,  1.23%, 21.04%, 14.44%,  8.91%, 11.83%,  5.84%,  2.30%,  0.00%,  3.07%,  3.53%,  2.00%,  0.61%,  8.60%,  8.29%,  4.61%, 157544.98, 19386.11, 11496.27, 165245.66 , 16, 235, 99.67, 82, 189, 116.19, 88, 168, 138.02, 0.00%, 11.11%,0.00%, 63.89%, 2.78%, 2.78%, 2.78%, 8.33%, 8.33%, 0.00%, 22.55%,0.00%, 48.66%, 0.89%, 5.49%, 11.72%, 3.41%, 7.27%, 0.00%, 36.32%,0.00%, 22.17%, 5.19%, 4.48%, 16.27%, 4.01%, 11.56%, 0.00%, 44.79%,0.00%, 29.17%, 10.42%, 0.52%, 6.77%, 1.04%, 7.29%,0.00%, 0.0, 35.4, 63.7, 34.1, 127.3, 1.1, 1055.0, 2.852, 34
40, b-SLICE,    6, 39.00,       4232, 0,3.57,32.094, 37.265, 39.153, 33.623,57, 5 3 ,7 9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.72%,  8.12%, 20.00%, 13.62%,  0.87%,  1.16%,  1.74%,  3.19%,  0.00%,  8.99%,  2.03%,  0.87%,  3.19%, 13.91%,  5.80%,  5.80%, 154509.27, 19305.27, 11961.51, 155120.14 , 16, 235, 99.89, 82, 191, 116.22, 83, 168, 137.96, 0.00%, 14.47%,0.00%, 48.68%, 0.00%, 3.95%, 14.47%, 7.24%, 11.18%, 0.00%, 35.11%,0.00%, 44.00%, 0.00%, 2.00%, 10.00%, 2.22%, 6.67%, 0.00%, 79.41%,0.00%, 8.82%, 0.00%, 1.47%, 4.41%, 1.47%, 4.41%, 0.00%, 57.50%,0.00%, 7.50%, 7.50%, 0.00%, 10.00%, 0.00%, 17.50%,0.00%, 0.0, 70.9, 29.8, 11.7, 78.4, 0.0, 1077.2, 3.615, 38
41, b-SLICE,    8, 39.00,       4184, 0,3.47,32.017, 37.236, 39.126, 33.558,56, 7 5 3 ,9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.21%,  9.66%, 15.89%, 17.13%,  4.05%,  3.74%,  0.62%,  3.43%,  0.00%,  4.98%,  0.93%,  0.93%,  4.05%, 17.76%,  3.12%,  2.49%, 157348.71, 19429.61, 12136.75, 158733.76 , 16, 235, 99.40, 81, 196, 116.19, 81, 168, 138.03, 0.00%, 16.25%,0.00%, 45.00%, 0.00%, 6.25%, 17.50%, 1.25%, 13.75%, 0.00%, 34.93%,0.00%, 37.80%, 0.96%, 2.39%, 11.48%, 1.67%, 10.77%, 0.00%, 34.21%,0.00%, 21.05%, 13.16%, 1.32%, 6.58%, 10.53%, 13.16%, 0.00%, 45.83%,0.00%, 8.33%, 0.00%, 0.00%, 8.33%, 0.00%, 37.50%,0.00%, 0.0, 61.4, 33.1, 11.7, 84.7, 0.0, 1071.5, 3.015, 44
42, P-SLICE,   12, 37.00,      30432, 0,3.34,31.994, 37.178, 39.020, 33.520,53, 9 7 5 3 , -, 0.00%,  0.00%,  0.00%, 0.12%,  0.00%,  0.19%, 0.00%,  0.00%,  0.19%, 0.25%,  0.12%,  1.18%, 0.00%,  0.31%,  0.44%,  8.83%,  5.91%, 19.59%,  6.84%, 20.46%, 10.32%,  0.00%,  0.19%,  1.68%,  4.48%,  0.06%,  1.93%,  4.73%, 12.19%, 163184.41, 19919.16, 9949.61, 224252.66 , 16, 235, 98.43, 83, 199, 116.09, 76, 169, 138.13, 0.00%, 7.69%,0.00%, 38.46%, 0.00%, 3.85%, 3.85%, 30.77%, 15.38%, 1.63%, 11.11%,0.00%, 35.62%, 20.59%, 8.82%, 7.19%, 9.64%, 5.39%, 0.56%, 19.40%,0.00%, 33.15%, 26.18%, 5.08%, 6.03%, 3.11%, 6.50%, 3.17%, 34.01%,0.00%, 19.29%, 22.46%, 1.40%, 5.84%, 2.35%, 11.48%,0.00%, 0.0, 59.5, 71.4, 11.7, 211.3, 0.0, 1080.6, 3.593, 38
43, B-SLICE,   11, 38.00,       7824, 0,3.40,31.939, 37.229, 39.086, 33.494,55, 9 7 3 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.10%,  3.28%, 20.22%, 15.85%,  8.20%,  6.38%,  3.46%,  3.83%,  0.00%,  5.83%,  5.46%,  4.37%,  1.82%, 10.93%,  5.83%,  1.46%, 160807.78, 19518.33, 11168.42, 165505.13 , 16, 235, 98.69, 83, 186, 116.14, 74, 168, 138.09, 0.00%, 22.22%,0.00%, 37.78%, 0.00%, 4.44%, 11.11%, 14.44%, 10.00%, 0.00%, 28.75%,0.00%, 42.19%, 1.88%, 5.94%, 8.12%, 4.22%, 8.91%, 0.00%, 43.66%,0.00%, 23.24%, 8.45%, 3.52%, 7.04%, 4.93%, 9.15%, 0.00%, 44.44%,0.00%, 11.11%, 15.28%, 3.47%, 10.42%, 4.17%, 11.11%,0.00%, 0.0, 60.0, 56.1, 26.1, 114.2, 0.0, 1114.1, 2.415, 33
44, b-SLICE,   10, 39.00,       4128, 0,3.54,31.964, 37.258, 39.127, 33.521,57, 9 7 ,11 12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.13%,  8.08%, 19.19%,  9.76%,  2.36%,  3.70%,  4.04%,  1.35%,  0.00%,  7.41%,  0.67%,  0.67%,  8.42%, 13.13%,  6.06%,  2.02%, 159058.33, 19369.82, 12327.46, 160578.82 , 16, 235, 98.93, 82, 188, 116.19, 80, 168, 138.09, 0.00%, 28.41%,0.00%, 44.32%, 0.00%, 3.41%, 15.91%, 2.27%, 5.68%, 0.00%, 34.46%,0.00%, 48.02%, 1.13%, 1.69%, 4.52%, 2.82%, 7.34%, 0.00%, 52.63%,0.00%, 15.79%, 2.63%, 0.00%, 2.63%, 7.89%, 18.42%, 0.00%, 33.33%,0.00%, 20.83%, 29.17%, 0.00%, 0.00%, 6.25%, 10.42%,0.00%, 0.0, 68.6, 40.8, 19.0, 85.7, 0.0, 1150.4, 2.563, 33
