Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
70, P-SLICE,    9, 37.00,      33736, 0,4.31,32.104, 37.216, 38.669, 33.564,52, 5 3 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.19%,  0.06%,  0.32%, 0.38%,  0.13%,  2.35%, 0.00%,  0.45%,  1.08%,  5.03%,  4.39%, 10.88%,  7.70%, 21.76%, 15.97%,  0.00%,  0.83%,  2.35%,  6.11%,  0.95%,  1.84%,  5.66%, 11.58%, 159612.89, 20454.04, 9539.87, 267313.47 , 16, 235, 96.01, 59, 137, 112.03, 113, 199, 141.46, 0.00%, 38.46%,0.00%, 15.38%, 2.56%, 7.69%, 10.26%, 15.38%, 10.26%, 0.00%, 19.09%,0.00%, 39.09%, 10.45%, 5.68%, 8.41%, 9.77%, 7.50%, 2.11%, 29.51%,0.00%, 21.31%, 18.74%, 6.21%, 11.59%, 4.22%, 6.32%, 4.91%, 30.35%,0.00%, 18.34%, 19.00%, 3.77%, 13.70%, 2.07%, 7.86%,0.00%, 0.0, 7.6, 53.0, 6.0, 197.9, 0.0, 915.2, 4.022, 52
71, B-SLICE,    7, 38.00,       7072, 0,4.44,32.276, 37.261, 38.701, 33.702,55, 5 3 0 ,9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.75%,  4.36%, 21.35%,  9.80%,  5.88%,  6.32%,  7.63%,  3.49%,  0.00%,  4.79%,  2.83%,  1.74%,  3.70%,  9.37%,  6.54%,  5.45%, 148341.47, 20147.56, 10953.44, 158422.25 , 16, 235, 95.74, 60, 141, 112.06, 110, 198, 141.39, 0.00%, 25.00%,0.00%, 45.59%, 0.00%, 5.88%, 7.35%, 6.62%, 9.56%, 0.00%, 27.31%,0.00%, 51.68%, 2.10%, 2.10%, 7.98%, 2.31%, 6.51%, 0.00%, 43.43%,0.00%, 16.16%, 11.11%, 2.02%, 4.04%, 5.56%, 17.68%, 0.00%, 39.29%,0.00%, 22.62%, 19.05%, 5.36%, 6.55%, 1.19%, 5.95%,0.00%, 0.0, 31.3, 32.8, 14.0, 81.4, 0.0, 938.1, 2.852, 29
72, b-SLICE,    6, 39.00,       2936, 0,4.36,32.391, 37.281, 38.714, 33.792,57, 5 3 ,7 9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.02%,  6.98%, 10.85%, 10.85%,  0.00%,  1.94%,  1.16%,  1.55%,  0.00%,  5.43%,  0.78%,  0.00%, 17.44%, 22.48%,  5.04%,  3.49%, 143998.79, 20069.99, 11269.94, 145796.10 , 16, 235, 95.68, 57, 137, 112.07, 107, 197, 141.40, 0.00%, 47.87%,0.00%, 32.98%, 0.00%, 4.26%, 9.57%, 1.60%, 3.72%, 0.00%, 45.57%,0.00%, 35.44%, 1.27%, 1.58%, 11.08%, 0.95%, 4.11%, 0.00%, 75.00%,0.00%, 0.00%, 0.00%, 0.00%, 10.00%, 0.00%, 15.00%, 0.00%, 56.25%,0.00%, 12.50%, 6.25%, 18.75%, 6.25%, 0.00%, 0.00%,0.00%, 0.0, 40.1, 24.8, 10.2, 74.2, 0.0, 969.4, 3.711, 49
73, b-SLICE,    8, 39.00,       3168, 0,4.57,32.174, 37.181, 38.644, 33.609,56, 7 5 3 ,9 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.38%,  6.96%, 12.82%,  9.16%,  2.20%,  2.20%,  0.37%,  2.56%,  0.00%,  4.76%,  2.20%,  0.73%, 11.72%, 20.51%,  4.76%,  3.66%, 151552.28, 20476.90, 11433.98, 152803.34 , 16, 235, 95.73, 59, 141, 112.01, 110, 199, 141.36, 0.00%, 34.41%,0.00%, 45.16%, 0.00%, 5.91%, 10.22%, 0.54%, 3.76%, 0.00%, 43.40%,0.00%, 40.88%, 0.00%, 1.89%, 5.66%, 1.26%, 6.92%, 0.00%, 61.29%,0.00%, 16.13%, 3.23%, 1.61%, 4.84%, 6.45%, 6.45%, 0.00%, 60.00%,0.00%, 5.00%, 0.00%, 7.50%, 17.50%, 2.50%, 7.50%,0.00%, 0.0, 36.5, 24.8, 10.2, 68.8, 0.0, 949.5, 3.541, 38
74, P-SLICE,   13, 37.00,      35632, 0,4.21,31.945, 37.133, 38.626, 33.428,52, 9 7 5 3 , -, 0.00%,  0.00%,  0.00%, 0.06%,  0.00%,  0.06%, 0.18%,  0.12%,  0.73%, 0.67%,  0.24%,  2.86%, 0.00%,  0.24%,  0.91%,  4.20%,  4.81%, 11.15%,  7.19%, 20.41%, 14.69%,  0.00%,  0.98%,  3.60%,  7.86%,  0.91%,  1.95%,  5.61%, 10.54%, 165187.32, 20815.17, 9750.30, 264922.52 , 16, 235, 96.28, 59, 140, 111.92, 118, 198, 141.46, 0.00%, 44.12%,0.00%, 11.76%, 0.00%, 8.82%, 8.82%, 13.24%, 13.24%, 0.88%, 21.05%,0.00%, 30.70%, 12.72%, 11.40%, 10.96%, 5.48%, 6.80%, 3.63%, 32.26%,0.00%, 22.86%, 16.24%, 3.95%, 9.29%, 3.53%, 8.44%, 6.61%, 32.20%,0.00%, 18.98%, 16.63%, 3.20%, 11.83%, 2.08%, 8.58%,0.00%, 0.0, 35.1, 53.5, 10.2, 171.2, 0.0, 903.4, 3.904, 58
75, B-SLICE,   11, 38.00,       6832, 0,4.49,31.970, 37.181, 38.633, 33.454,55, 9 7 3 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  5.44%,  5.22%, 21.09%,  9.07%,  7.26%,  4.76%,  6.35%,  2.04%,  0.00%,  4.31%,  3.85%,  1.59%,  5.67%,  8.84%,  8.16%,  6.35%, 159910.21, 20498.50, 11373.83, 168109.31 , 16, 235, 95.98, 57, 138, 111.99, 110, 199, 141.44, 0.00%, 34.72%,0.00%, 33.33%, 0.00%, 7.64%, 9.03%, 8.33%, 6.94%, 0.00%, 26.24%,0.00%, 53.39%, 2.26%, 1.58%, 8.37%, 2.49%, 5.66%, 0.00%, 50.00%,0.00%, 24.53%, 5.66%, 2.36%, 8.96%, 1.89%, 6.60%, 0.00%, 48.61%,0.00%, 18.06%, 20.83%, 1.39%, 4.17%, 0.69%, 6.25%,0.00%, 0.0, 43.2, 36.0, 15.6, 90.1, 0.0, 958.7, 2.904, 27
76, b-SLICE,   10, 39.00,       3440, 0,4.35,32.107, 37.284, 38.740, 33.583,57, 9 7 ,11 13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.36%,  8.79%, 10.99%, 13.19%,  4.03%,  2.93%,  4.03%,  1.83%,  0.00%,  6.59%,  0.37%,  0.37%, 13.92%, 16.48%,  4.03%,  1.10%, 154002.59, 20010.63, 11510.16, 156519.92 , 16, 235, 96.06, 60, 138, 112.02, 116, 200, 141.47, 0.00%, 40.86%,0.00%, 32.26%, 1.08%, 4.30%, 11.83%, 2.69%, 6.99%, 0.00%, 39.62%,0.00%, 37.74%, 0.00%, 1.57%, 15.41%, 1.26%, 4.40%, 0.00%, 38.71%,0.00%, 35.48%, 0.00%, 4.84%, 11.29%, 1.61%, 8.06%, 0.00%, 20.00%,0.00%, 25.00%, 30.00%, 0.00%, 25.00%, 0.00%, 0.00%,0.00%, 0.0, 54.2, 24.8, 7.1, 74.1, 0.0, 1009.7, 3.674, 38
77, b-SLICE,   12, 39.00,       3088, 0,4.47,31.976, 37.199, 38.678, 33.467,56, 11 9 7 ,13 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 16.67%,  6.67%, 17.78%,  6.30%,  1.11%,  3.33%,  2.96%,  0.37%,  0.00%,  5.93%,  0.00%,  0.00%, 11.11%, 18.15%,  5.56%,  4.07%, 158655.82, 20360.28, 11493.29, 159566.93 , 16, 235, 96.23, 57, 137, 111.95, 111, 200, 141.46, 0.00%, 32.26%,0.00%, 48.39%, 0.00%, 2.69%, 9.14%, 1.61%, 5.91%, 0.00%, 40.62%,0.00%, 48.12%, 0.62%, 0.62%, 5.62%, 0.94%, 3.44%, 0.00%, 55.56%,0.00%, 11.11%, 0.00%, 7.41%, 14.81%, 3.70%, 7.41%, 0.00%, 55.00%,0.00%, 30.00%, 10.00%, 0.00%, 0.00%, 0.00%, 5.00%,0.00%, 0.0, 40.0, 24.9, 7.1, 76.3, 0.0, 961.9, 4.000, 30
78, P-SLICE,   17, 37.00,      34352, 0,4.30,31.782, 37.043, 38.501, 33.280,52, 13 11 9 7 , -, 0.00%,  0.00%,  0.00%, 0.06%,  0.00%,  0.19%, 0.12%,  0.00%,  0.31%, 0.62%,  0.00%,  3.41%, 0.00%,  0.37%,  0.99%,  4.16%,  4.41%, 11.30%,  7.26%, 22.04%, 15.95%,  0.00%,  0.68%,  2.86%,  4.28%,  0.99%,  2.17%,  5.77%, 12.04%, 171672.21, 21263.85, 10214.60, 266396.70 , 16, 235, 96.32, 59, 139, 111.83, 118, 199, 141.45, 0.00%, 42.11%,0.00%, 15.79%, 0.00%, 2.63%, 7.89%, 22.37%, 9.21%, 1.83%, 21.10%,0.00%, 31.65%, 12.84%, 7.11%, 8.49%, 9.86%, 7.11%, 1.57%, 31.24%,0.00%, 24.04%, 16.85%, 4.83%, 10.22%, 4.16%, 7.08%, 6.91%, 27.98%,0.00%, 17.13%, 20.64%, 2.66%, 13.09%, 2.13%, 9.47%,0.00%, 0.0, 38.9, 52.3, 7.1, 186.3, 0.0, 907.7, 4.030, 45
79, B-SLICE,   15, 38.00,       6088, 0,4.17,31.973, 37.203, 38.642, 33.460,55, 13 11 7 ,17 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.45%,  3.52%, 19.25%, 12.91%,  6.10%,  7.04%,  4.23%,  4.46%,  0.00%,  3.29%,  4.46%,  0.47%,  4.93%,  9.62%,  7.28%,  3.99%, 159528.91, 20420.84, 11646.96, 164746.76 , 16, 235, 96.33, 59, 140, 111.90, 117, 199, 141.48, 0.00%, 29.17%,0.00%, 50.00%, 0.00%, 2.78%, 9.72%, 2.08%, 6.25%, 0.00%, 24.77%,0.00%, 46.40%, 4.05%, 2.48%, 11.04%, 2.48%, 8.78%, 0.00%, 47.17%,0.00%, 20.75%, 3.77%, 4.25%, 13.68%, 1.89%, 8.49%, 0.00%, 33.93%,0.00%, 12.50%, 19.64%, 3.57%, 14.29%, 5.36%, 10.71%,0.00%, 0.0, 45.0, 31.7, 17.4, 77.5, 0.0, 950.9, 2.904, 15
80, b-SLICE,   14, 39.00,       3152, 0,3.99,31.964, 37.160, 38.623, 33.446,57, 13 11 ,15 17 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.75%, 10.00%, 20.00%,  7.92%,  0.42%,  1.25%,  1.25%,  0.42%,  0.00%,  8.75%,  0.83%,  0.83%, 15.83%, 16.25%,  1.67%,  0.83%, 159320.42, 20575.30, 12037.81, 160580.93 , 16, 235, 96.12, 58, 139, 111.90, 119, 198, 141.42, 0.00%, 40.00%,0.00%, 34.74%, 0.00%, 4.21%, 12.63%, 1.05%, 7.37%, 0.00%, 38.22%,0.00%, 47.13%, 2.55%, 1.59%, 6.05%, 1.59%, 2.87%, 0.00%, 60.00%,0.00%, 10.00%, 0.00%, 5.00%, 5.00%, 10.00%, 10.00%, 0.00%, 50.00%,0.00%, 12.50%, 25.00%, 0.00%, 0.00%, 0.00%, 12.50%,0.00%, 0.0, 50.5, 22.2, 7.1, 66.0, 0.0, 993.3, 3.556, 62
81, b-SLICE,   16, 39.00,       3000, 0,4.47,31.840, 37.166, 38.606, 33.352,56, 15 13 11 ,17 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 16.67%,  5.83%, 16.25%, 12.50%,  1.25%,  0.83%,  1.25%,  0.42%,  0.00%,  7.08%,  0.83%,  0.83%, 17.08%, 17.08%,  1.25%,  0.83%, 163813.39, 20594.17, 11985.55, 165017.67 , 16, 235, 96.36, 60, 139, 111.87, 114, 199, 141.49, 0.00%, 43.16%,0.00%, 42.11%, 0.00%, 2.63%, 4.74%, 2.11%, 5.26%, 0.00%, 36.94%,0.00%, 43.31%, 0.64%, 1.59%, 4.78%, 3.50%, 9.24%, 0.00%, 50.00%,0.00%, 30.00%, 0.00%, 0.00%, 0.00%, 0.00%, 20.00%, 0.00%, 50.00%,0.00%, 25.00%, 12.50%, 0.00%, 0.00%, 0.00%, 12.50%,0.00%, 0.0, 33.2, 22.3, 7.1, 70.1, 0.0, 948.3, 3.637, 47
82, P-SLICE,   23, 37.00,      43088, 0,4.52,31.645, 36.945, 38.430, 33.156,50, 17 15 13 11 , -, 0.00%,  0.00%,  0.00%, 0.06%,  0.00%,  0.12%, 0.12%,  0.18%,  0.61%, 0.43%,  0.24%,  2.62%, 0.00%,  0.67%,  0.85%,  6.15%,  4.57%, 11.82%,  7.19%, 23.28%, 16.33%,  0.00%,  0.73%,  3.05%,  6.03%,  0.49%,  1.04%,  3.84%,  9.57%, 178118.34, 21788.36, 10716.30, 320245.20 , 16, 235, 96.35, 60, 136, 111.81, 120, 199, 141.46, 0.00%, 24.24%,0.00%, 24.24%, 9.09%, 13.64%, 7.58%, 10.61%, 10.61%, 1.26%, 12.18%,0.00%, 32.35%, 22.69%, 9.45%, 7.77%, 8.40%, 5.88%, 3.41%, 25.68%,0.00%, 25.00%, 19.09%, 6.36%, 9.09%, 4.89%, 6.48%, 5.62%, 26.67%,0.00%, 16.88%, 22.92%, 3.02%, 13.02%, 2.81%, 9.06%,0.00%, 0.0, 31.4, 62.0, 7.1, 208.5, 0.0, 889.6, 3.704, 50
83, B-SLICE,   20, 38.00,      10568, 0,4.32,31.638, 37.069, 38.532, 33.179,54, 17 15 11 ,23 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.37%,  3.37%,  9.29%, 11.86%, 10.26%, 10.90%,  8.17%,  7.53%,  0.00%,  2.40%,  4.81%,  3.53%,  3.69%,  6.25%,  8.81%,  5.77%, 173028.96, 21012.22, 11613.01, 189745.87 , 16, 235, 96.34, 60, 140, 111.82, 119, 199, 141.45, 0.00%, 35.38%,0.00%, 32.31%, 0.00%, 8.46%, 5.38%, 6.92%, 11.54%, 0.00%, 25.00%,0.00%, 35.19%, 5.56%, 8.10%, 15.05%, 3.70%, 7.41%, 0.00%, 39.17%,0.00%, 22.58%, 6.91%, 5.99%, 12.90%, 3.00%, 9.45%, 0.00%, 37.18%,0.00%, 16.67%, 16.03%, 6.09%, 8.65%, 3.53%, 11.86%,0.00%, 0.0, 47.2, 47.0, 19.1, 128.2, 0.0, 939.6, 3.215, 32
84, b-SLICE,   18, 39.00,       4664, 0,4.12,31.761, 37.155, 38.607, 33.291,57, 17 15 ,20 23 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.75%,  6.35%, 17.46%, 10.48%,  4.44%,  3.49%,  3.81%,  2.22%,  0.00%,  4.13%,  4.44%,  2.86%, 10.16%, 12.06%,  3.81%,  2.54%, 167074.27, 20622.12, 12319.85, 170716.30 , 16, 235, 96.41, 60, 141, 111.87, 118, 198, 141.50, 0.00%, 35.96%,0.00%, 41.57%, 0.00%, 3.37%, 8.99%, 3.37%, 6.74%, 0.00%, 30.18%,0.00%, 47.34%, 2.96%, 4.14%, 8.28%, 2.66%, 4.44%, 0.00%, 50.98%,0.00%, 19.61%, 7.84%, 0.98%, 6.86%, 3.92%, 9.80%, 0.00%, 47.22%,0.00%, 22.22%, 11.11%, 1.39%, 4.17%, 2.78%, 11.11%,0.00%, 0.0, 65.2, 36.7, 15.1, 67.9, 0.0, 1021.2, 2.407, 1
85, b-SLICE,   19, 39.00,       4592, 0,4.36,31.675, 37.106, 38.587, 33.218,57, 17 15 ,20 23 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.08%,  5.60%, 13.73%, 10.92%,  3.36%,  4.20%,  4.76%,  2.80%,  0.00%,  2.80%,  0.28%,  1.12%,  8.40%, 13.45%, 10.36%,  8.12%, 170061.88, 20796.60, 12163.52, 174317.73 , 16, 235, 96.46, 62, 139, 111.84, 119, 198, 141.50, 0.00%, 34.88%,0.00%, 40.70%, 1.16%, 5.23%, 4.07%, 5.23%, 8.72%, 0.00%, 32.95%,0.00%, 41.48%, 3.41%, 2.27%, 9.66%, 2.27%, 7.95%, 0.00%, 58.46%,0.00%, 13.85%, 4.62%, 4.62%, 12.31%, 1.54%, 4.62%, 0.00%, 55.00%,0.00%, 20.00%, 8.33%, 0.83%, 10.83%, 0.83%, 4.17%,0.00%, 0.0, 50.4, 43.1, 15.1, 81.3, 0.0, 984.9, 2.304, 5
86, b-SLICE,   21, 39.00,       3784, 0,4.12,31.653, 37.102, 38.538, 33.195,56, 20 17 15 ,23 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.00%,  5.84%, 16.49%,  9.28%,  2.41%,  3.78%,  2.41%,  1.72%,  0.00%,  5.50%,  1.72%,  1.37%, 14.09%, 16.49%,  5.15%,  2.75%, 171093.14, 20907.08, 12071.30, 174239.26 , 16, 235, 96.48, 62, 139, 111.84, 120, 199, 141.51, 0.00%, 45.56%,0.00%, 35.56%, 0.00%, 1.11%, 7.78%, 3.89%, 6.11%, 0.00%, 37.87%,0.00%, 42.60%, 3.55%, 2.66%, 7.40%, 1.78%, 4.14%, 0.00%, 52.63%,0.00%, 18.42%, 0.00%, 3.95%, 11.84%, 2.63%, 10.53%, 0.00%, 50.00%,0.00%, 8.33%, 20.83%, 6.25%, 2.08%, 0.00%, 12.50%,0.00%, 0.0, 49.2, 43.1, 15.1, 92.9, 1.5, 948.1, 3.104, 37
87, b-SLICE,   22, 39.00,       3464, 0,3.89,31.608, 37.059, 38.520, 33.153,56, 20 17 15 ,23 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.82%,  8.50%, 12.75%, 10.13%,  2.94%,  1.96%,  3.92%,  0.98%,  0.00%,  8.17%,  3.59%,  1.96%, 11.44%, 16.67%,  4.58%,  3.59%, 172909.37, 21063.14, 12001.50, 174635.28 , 16, 235, 96.38, 62, 139, 111.86, 122, 198, 141.50, 0.00%, 39.77%,0.00%, 30.68%, 0.00%, 9.09%, 10.23%, 5.11%, 5.11%, 0.00%, 43.18%,0.00%, 38.64%, 0.57%, 2.84%, 7.95%, 2.84%, 3.98%, 0.00%, 62.50%,0.00%, 15.00%, 7.50%, 3.75%, 3.75%, 0.00%, 7.50%, 0.00%, 53.12%,0.00%, 28.12%, 9.38%, 1.56%, 1.56%, 0.00%, 6.25%,0.00%, 0.0, 10.7, 44.2, 15.1, 78.1, 0.0, 947.3, 2.600, 3
88, P-SLICE,   27, 37.00,      32808, 0,4.29,31.569, 37.010, 38.507, 33.116,52, 23 20 17 15 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.07%, 0.07%,  0.00%,  0.40%, 0.27%,  0.47%,  3.55%, 0.00%,  0.40%,  0.80%,  7.16%,  5.09%, 10.91%,  7.16%, 20.48%, 15.80%,  0.00%,  0.87%,  3.08%,  6.16%,  0.80%,  2.74%,  5.29%,  8.43%, 180047.17, 21345.44, 10634.27, 266690.10 , 16, 235, 96.48, 59, 136, 111.80, 120, 196, 141.56, 0.00%, 40.00%,0.00%, 16.67%, 3.33%, 1.67%, 5.00%, 18.33%, 15.00%, 0.37%, 20.15%,0.00%, 32.84%, 18.28%, 8.96%, 7.84%, 2.80%, 8.77%, 1.74%, 31.09%,0.00%, 21.64%, 18.91%, 4.48%, 10.70%, 3.36%, 8.08%, 7.77%, 26.46%,0.00%, 16.26%, 20.87%, 3.03%, 12.86%, 1.46%, 11.29%,0.00%, 0.0, 0.1, 56.2, 0.0, 193.0, 0.0, 835.2, 3.859, 50
89, B-SLICE,   25, 38.00,       6888, 0,4.37,31.629, 37.053, 38.528, 33.169,55, 23 20 15 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.41%,  3.70%, 17.36%,  8.56%, 10.42%,  5.32%,  5.56%,  3.47%,  0.00%,  5.56%,  2.78%,  0.69%,  6.02%, 10.42%,  8.56%,  4.17%, 172651.13, 21064.96, 12165.02, 178917.93 , 16, 235, 96.53, 62, 137, 111.77, 121, 197, 141.52, 0.00%, 35.14%,0.00%, 43.24%, 0.00%, 4.05%, 6.76%, 4.73%, 6.08%, 0.00%, 32.70%,0.00%, 45.97%, 3.79%, 1.42%, 5.69%, 1.42%, 9.00%, 0.00%, 41.88%,0.00%, 29.91%, 8.55%, 1.71%, 9.40%, 1.28%, 7.26%, 0.00%, 35.00%,0.00%, 25.00%, 15.00%, 5.83%, 9.17%, 0.83%, 9.17%,0.00%, 0.0, 20.0, 32.4, 14.4, 76.4, 1.4, 881.2, 2.830, 21
90, b-SLICE,   24, 39.00,       2672, 0,4.41,31.689, 37.041, 38.550, 33.215,57, 23 20 ,25 27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.68%,  6.35%, 10.71%,  9.92%,  0.79%,  2.38%,  0.79%,  0.40%,  0.00%,  5.56%,  0.00%,  0.00%, 16.27%, 24.60%,  5.56%,  1.98%, 169442.47, 21055.13, 12491.45, 170530.14 , 16, 235, 96.51, 60, 139, 111.78, 121, 198, 141.52, 0.00%, 43.62%,0.00%, 39.36%, 0.00%, 1.60%, 4.79%, 2.66%, 7.98%, 0.00%, 48.10%,0.00%, 35.44%, 0.63%, 1.58%, 7.91%, 1.27%, 5.06%, 0.00%, 63.64%,0.00%, 4.55%, 4.55%, 4.55%, 13.64%, 0.00%, 9.09%, 0.00%, 62.50%,0.00%, 12.50%, 12.50%, 0.00%, 0.00%, 6.25%, 6.25%,0.00%, 0.0, 38.5, 22.0, 7.2, 65.8, 0.0, 916.8, 3.548, 43
91, b-SLICE,   26, 39.00,       2904, 0,4.57,31.579, 36.986, 38.490, 33.119,56, 25 23 20 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.42%,  7.50%, 13.33%,  8.75%,  2.92%,  2.92%,  2.92%,  1.25%,  0.00%,  5.42%,  0.00%,  0.00%, 19.17%, 13.75%,  4.17%,  2.50%, 173917.17, 21334.19, 12416.65, 175747.21 , 16, 235, 96.39, 62, 137, 111.81, 122, 197, 141.55, 0.00%, 45.54%,0.00%, 36.63%, 0.00%, 1.98%, 6.93%, 2.48%, 6.44%, 0.00%, 35.66%,0.00%, 45.74%, 2.33%, 0.78%, 8.53%, 1.94%, 5.04%, 0.00%, 41.67%,0.00%, 20.83%, 8.33%, 6.25%, 6.25%, 0.00%, 16.67%, 0.00%, 37.50%,0.00%, 0.00%, 43.75%, 0.00%, 12.50%, 0.00%, 6.25%,0.00%, 0.0, 37.4, 22.3, 7.2, 64.8, 0.0, 881.4, 3.341, 20
92, P-SLICE,   31, 37.00,      35216, 0,4.06,31.577, 37.077, 38.560, 33.138,52, 27 25 23 20 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.07%, 0.35%,  0.07%,  0.63%, 0.49%,  0.63%,  2.10%, 0.00%,  0.63%,  0.98%,  6.29%,  4.89%, 10.55%,  5.66%, 25.58%, 13.98%,  0.00%,  0.49%,  2.31%,  5.73%,  1.40%,  2.17%,  4.54%, 10.48%, 180025.13, 21123.73, 10726.85, 275706.07 , 16, 235, 96.32, 60, 137, 111.80, 121, 203, 141.55, 0.00%, 46.51%,0.00%, 13.95%, 6.98%, 4.65%, 4.65%, 16.28%, 6.98%, 0.44%, 16.59%,0.00%, 31.88%, 20.52%, 9.17%, 9.61%, 7.21%, 4.59%, 4.35%, 28.41%,0.00%, 27.83%, 15.94%, 4.20%, 7.10%, 3.48%, 8.70%, 5.45%, 27.49%,0.00%, 22.39%, 20.97%, 2.55%, 11.79%, 2.19%, 7.17%,0.00%, 0.0, 36.4, 41.0, 7.2, 140.2, 0.0, 835.9, 3.733, 37
